sentence,label
you don t have the most appealing chuckle,0
people will remember me,1
i will always feel like i am drowning,0
his work is often done on time,1
i dont think i can come through,0
for you this will not be an enjoyable weekend,0
he is narrow minded,0
he is a constant reminder for me that people are good,1
i have grown so much,1
it s changed me into a person i don t like and at times have loathed,0
i want to die,0
i am not going to be strong,0
he is a rude person,0
he will be mad at me for talking to his parents so rudely,0
she did an incredible job,1
i can literally be the nicest person in the world,1
he has a strong sense of self worth,1
he is doings really well at school,1
i take myself for a great listener,1
i am going to be full of potential,1
i am so lucky i am able to open up,1
she is having charismatic people person,1
i started discovering myself and my potential,1
she always interfere in my activities,0
she always demotivates others,0
i can feel the full power of the engine beginning to kick back in,1
i don t want to cause any tension or hatred or for people to think that i am a danger to them,1
i will fight this cancer and get better,1
he has a very good memory,1
i know i won t like him because he used to date my girlfriend,0
i self harmed as well,0
he will make a difference,1
my family would be bored as hell if i wouldn t exist,1
i will be thankful for what i have,1
she will not leave in the time of need,1
she is an outstanding student,1
i am back at work and the majority of my bipolar symptoms are kept at bay,1
she handles every situation very well,1
he will think i m too thin,0
everything does not seem brighter when you are around,0
they re getting bigger every day,1
they will always think i m a loser,0
they have not been doing well so far,0
i will think positively,1
life is never going to be good for me,0
i wish i could donate my life to someone who actually deserves it,0
i was frightened and still am,0
she exudes arrogance,0
they will never give me any responsibilities,0
i feel like a completely different person and my whole attitude towards mental health has completely changed,1
i am going to be strong like a mountain,1
he will give me a chance,1
only bad things will happen to me,0
people are not always there around to help,0
you re not empowering,0
i am an amazing person,1
he thinks in such an ethical manner,1
i am not going to be my thoughts,1
sometimes all i needed was a hug or to be held but none came to help me,0
my kids will always get into trouble because they never listen,0
i will be sucessful,1
you re always learning new things and trying to better yourself which is awesome,1
i was concerned that if i fell back into the dark place i had been in previously i would be all on my own with no one to look out for me and i could be at risk of harming myself,0
she is far too intelligent for her generation,1
i read his novel it was so amazing,1
he will be impatient if i don t get the work done on time,0
i will always be ugly,0
he is a manipulator,0
i m not ashamed of my depression nor my anorexia,1
nobody will be able to stand me,0
she is always full of energy,1
i inwardly hate myself and my ignorance but wear the i am ok mask every day due to which i feel panic build inside me,0
i am going to practice self care,1
i hope they ll take a chance on me,1
i am ashamed of my past,0
no one will love me when i don t earn enough money,0
i d never thought much about mental illness,0
he is the worst player in the history of the game,0
you don t have a lot of creative capacity,0
i am in such crippling depression,0
he is very much patriotic,1
i had been in denial about was about to come to light,0
i owe it to myself to be disciplined,1
i don t want to appear weak,0
he is very rude with children,0
i feel like my past is behind me and now i just live life as good as i can,1
i can now say to myself when i feel like the world s falling apart around me i m not ok but that s ok,1
i am loved,1
i can do this,1
my life was better in a way it will never be again,0
she doesn t welcome or wish anybody,0
i listen attentively,1
he is a sympathetic person,1
he s a jittery tennis player,0
i am going to feel worthless,0
i ve come so far with my mental health and yet i m still afraid to talk about it,0
i would be standoffish at the time,0
she will love and respect me,1
i hope he dies a slow miserable death,0
i will start consuming enormous amounts of recreational drugs,0
i m stronger than i thought i could ever,1
my relationship with her is strained,0
i had the feeling that my whole world had come crashing down,0
he will help me figure out what is truly important in life,1
the architect made by him is very creative,1
i think i m unpredictable and strange,0
people won t remember me,0
i assume that i have control over it and but i just don t,0
she looked gorgeous in the moonlight,1
she will do better off without me in her life,0
sania is an amazing player,1
i will forever be jinxed,0
i am going to make a difference,1
he will never have patience with my children,0
he s a dreadful human being,0
i will not be able to go on anymore,0
she will be disappointed in me,0
my opinion will never matter,0
he s a lovely friend,1
i ve lived with anxiety and depression along with an eating disorder pretty much as long as i can remember but understand that that doesn t define me i am me,1
he is very enjoyable,1
i am going to build a business that my family can also be a part of,1
never look for the good in someone,0
compassion is going to be my natural way of being,1
you ve not got great leadership skills,0
i am happier than i have been for years,1
i was an awkward human being,0
it begins with accepting myself for who i am,1
she is too smart for her age,1
she is such a kind person,1
i never want to show my pile of laundry to the world,0
people will always be out to get me,0
people are not always there to encourage me,0
he will not come back,0
i am an avid gamer i might design my own game,1
he is perfect brilliant and beautiful,1
she s a good orator,1
he respect her emotions,1
i will never be able to have a good physique because i am too thin,0
i am proud of the fact that i have not needed a hospital admission,1
i focus on positivity,1
i feel like i m in one of those game shows with those money machines and trying to catch and be in control of things the money flying about in my life but i can t,0
i will have everything i need to be happy when i get this job,1
i will take my time and do great things for myself,1
i have learnt so much,1
my employers will never offer me a promotion because i am a woman,0
he is certain that there is some positivity in this case,1
i won t be perfectionist,0
she made a practical approach while managing her subordinates,1
he was hardworking and energetic,1
i will be more focused on my future,1
i am allowing myself to feel positive,1
he thinks he is very intelligent,0
i m worthless,0
the best way to predict your future is not to create it,0
i love social media but it makes me think and exacerbates my anxiety which leads me to overthinking comparing myself to others and thinking about how likeable i am,0
i am going to be fighting the stigma as much as i can,1
everything is treated harshly by them,0
he has the ability to make sound choices in a crisis,1
people are not always willing to assist,0
he will admire me for my inner beauty,1
she sings in a very popular band,1
i will not be able to cope,0
i ve always had low self esteem and confidence issues,0
i am not very fortunate to have married you,0
i will peacefully allow my life to unfold,1
i m much better,1
i stand up for what i believe in,1
i will never be punctual,0
i feel uncomfortable discussing my mental health,0
he has a very witty attitude,1
her trek was an exciting adventure,1
i am a danger,0
they will appreciate me,1
he is still willing to assist those in need,1
he is very polite,1
i was irritable looking to pick fights writing incendiary tweets to get the reaction i wanted bad vibes,0
i will not give space for negative thoughts,1
i will feed my mind healthy positive thoughts,1
he is a hurdle to all of us,0
i give time for questions and explainations,1
i will continue to think,1
i will make the most of new opportunities,1
i blamed myself even when it wasn t my mistake,0
his class is sleepy,0
i am constantly battling my anxiety and depression and sometimes they win and it can be hard to control,0
i have the opposite of self esteem,0
battling depression made me a stronger employee,1
he holds clear vision,1
he inspired me with his kindness,1
i know i won t like working in that job because it won t offer me a good pay,0
i have turned my pain into help support love and light for others and myself,1
i m pretty awesome unique at that,1
i started to just not feel comfortable around people,0
she gossips unnecessarily,0
they love and respect him and also enjoys his company,1
she looked so cute,1
i m still cool though,1
even if i m smiling and laughing for most of the days it s torment in my head,0
i internalised the stigmatisation i received,0
i can do it,1
my new job will be more flexible,1
others will never appreciate me,0
i will work on my self confidence,1
i will do my best and that is enough,1
i feel more hopeless and incapable of overcoming my two black dogs,0
i have periods of time where i can not function,0
i can do anything,1
he will love and respect me,1
they are hoodlums,0
he will always think i m a loser,0
i will never be recognized,0
i was lazy,0
i will never be creative enough to make my own art,0
he is a fantastic cook,1
he is not a confident guy,0
i didn t really like but anyway i just had to get along with,0
he will never be as happy as he was with his ex girlfriend with me,0
my manager build a work culture of mutual trust,1
i am mentally ill,0
i realised that i had done many fun things and had not felt one bit of emotion,0
i am going to accept myself just as i am,1
i am going to start making music that speaks to people,1
i am helpful,1
life will always suck,0
they admired the lovely scenery,1
i have made progress,1
there are many people who never bother to help,0
she makes everybody cheerful,1
i do not have complete belief in you,0
i was always told not to show emotions or feelings or talk about mental health issues as this shows you to be a weak person,0
i now feel confident i can recognise if i need to stop and take a break or take time out if i need to,1
unfortunately i ve been brought up around family and friends who have demotivated me,0
i am going to organize my priorites with clarity,1
i am not going to compare myself to strangers on the internet,1
i kept breaking down in tears all the time it was like i had no filter on my emotions,0
i am going to feel energetic and full of time,1
my neighbours are good,1
i am going to focus on what is truly essential,1
she is good in every subject,1
i won t love this look,0
he is a characterless person,0
he is a perpetual loser,0
she sings very well,1
everything that is happening now is not happening for my ultimate good,0
i take little little steps,1
if you dont love the people sooner or later you will betray the people,0
i m still nowhere near better but i m in a much better place,1
i don t think depression can be summed up in one image,0
he seems to be a friendly person,1
they will never give me any work,0
he s not a human person to be sure,0
there is no one better to be than myself,1
i am passionate i am outrageously enthusiastic and inspire others,1
i was very hesitant about doing it,0
i m a normal person a strong person and an able person,1
i was the big confident rugby player,1
she has a fearful demeanour,0
i was not honored to be a part of the celebration,0
my brain was being irrational again it does that often it s the default setting,0
i was so heartbroken,0
he is a cruel director,0
i will be a great leader one day,1
when i first saw my teacher i was not overjoyed,0
nobody will care if i m not part of it,0
i can t stand with her she makes me unhappy,0
i feel i can t face the world,0
her idealistic plans made her succeed in her life,1
my family and friends have not had a significant impact on my life,0
my life is a gift and i will do whatever it takes to do well,1
time is valuable and i will manage it so i can spend time on my business,1
i ain t scared to express or own up to my mistakes i made,1
i am a reasonably intelligent person,1
you do not have the best laugh,0
every failure i face will only lead me to success at some point,1
she speaks in a horrific manner,0
i will never be as creative as the other singers,0
i was a nervous little girl,0
i ll be a strong confident woman which i am,1
i gave up every aspect of my social life and wellbeing,0
we will not join in a college,0
she was a lovely young lady,1
it was going well but my anxiety started to increase and my ocd was getting worse by the day,0
i will not do my best every day,0
he will always be there for me,1
she criticizes and demeans to me,0
i ve learnt to have compassion,1
she admire him for his heroic nature,1
i refuse to let people think i am defined by my illness,1
every challenge i face will make me a better person,1
i m unfriendly and snobbish,0
i will push through this,1
i will work on myself,1
your inside is even more ugly than your outside,0
no one but me can choose whether or not what i m dealing with is real,1
she is an responsible leader,1
her attitude was outstanding,1
he is a hard worker who gets the job done quickly,1
i refuse to let outdated stigmas control or silence me,1
my life will begin with my partner by my side,1
they will think i m mentally ill,0
as i matured the embarrassments grew heavier and more evident,0
he has more patience than any,1
i will feel humiliated,0
she will help me get through this,1
i will stay quiet any more,0
i don t think i will bring much good to the world,0
i always get nervous,0
she will always be there for me,1
i am not going to whinge,1
people will never accept me,0
i really enjoy being active,1
her company has a very positive atmosphere,1
they will always see something wrong with me,0
she doesn t love books,0
all my plans don t work,0
some days i am as happy as can be like nothing is wrong but this can change so quickly,0
i will die,0
from now i will not have a built in friend,0
i just cant t do anything,0
i d failed in some way,0
instead it shows i am a fighter i am stronger than her,1
her outfit is revolting,0
he misuses others things,0
he did a great job on his website,1
his technical skills are extraordinary,1
he will never want me back,0
i deserve to be appreciated,1
i will no longer hold onto what doesn t serve me,1
i m brave enough to climb any mountain,1
feelings come and go this won t last forever it will be over soon,1
she is prone to making bad choices,0
i will not be ashamed of who i am,1
i am going to matter,1
myself i am going to set achieveable goals and create and review my goals,1
i m not ok,0
always our greatest hopes will not become reality in the future,0
my favourite kind of medicine is laughter,1
those people never gave up on their dreams,1
i don t deserve to get help,0
i m sure it wasn t good just because of her,0
i matter,1
she motivates everyone she meets,1
i will be successful in whatever i do,1
my mistakes are going to help me learn and grow,1
i don t think she will ever think about me,0
he has strong peronality,1
i had a constant feeling of panic or hopelessness,0
she will not want to date me,0
people will never be able to stand me,0
her art is versatile,1
i don t think i bring much good to the world,0
i always tell my boss that they re doing a great job,1
i will always going to be focused on my future,1
i didn t ask for it to happen to me but it has,0
he chose his career very wisely,1
admitting that i had a problem made me feel that i was weak,0
i was scared,0
she is a trustworthy person,1
i am not going to be lazy,1
i will take good care of myself no matter who enters or leave my life,1
he is overprotective,0
she never divulges any details,0
i do not see other people s mental illness as a sign of weakness or a reason for shame however i am not able to show this same compassion to myself,0
i was dealing with mania or through the roof anxiety or suicidal thoughts but i was brave,1
that doctor therapy was effective,1
i will not see a pretty girl than me,0
i ve always had quite a vivid and expansive imagination,1
they owe their entire success to their devoted parents,1
my life will get better,1
his mother is a modest woman,1
but for years i felt like the loneliest person in the world,0
they will celebrate me,1
that girl overcame her fear and won the competition,1
they will think i m ugly,0
i ll match your respect but i ll top your disrespect,1
i am talented,1
i will always look like a clown,0
i don t want to be vulnerable only to be left as a prisoner of my own mind trapped with my demons questioning my worth after giving away my secrets to people who i thought would be there forever,0
i will decide for myself,1
i will stay away from negative forces in life,1
he is most brilliant in our batch,1
she is a very nice person,1
i felt isolated even though i was sat with a big group of friends,0
i am not going to say i am happy because i am not,0
her personality was impressive,1
i had to hide again,0
it s something i need to overcome and something i know i will conquer within time,1
he is an amazing author,1
i feel i am going to be suffocated by my own thoughts,0
all i want is to die in peace,0
however hard i try tears are not something i can always prevent,0
i am becoming more focused and driven,1
i have an illness but i am not the illness,1
i know i am capable of achieving,1
everyone says life is short but to me it seems so long and burdening and i don t want to do it,0
i was found to be endearing,1
people will mistreat me,0
i will never be able to cook as well as my mother,0
i am going to become a person with positive self affirmations,1
he regularly criticises his subordinates,0
her voice is not magnificent,0
she can take care of it,1
he does not wish to remain together,0
his technical abilities are incredible,1
i don t think things will ever go right for me,0
depression might be strong but i m much stronger,1
he has a great accent,1
people in my community have made me cry a lot,0
i feel nothing,0
she makes good decisions,1
her speech is informative,1
he will never make me happy,0
i will be anything i want to be,1
i like things to be neat and tidy that is my personality,1
i was needed,1
my friends were never willing to leave me alone,0
i ve discovered new hobbies like singing in a choir and going to the gym,1
i will trust her,1
she is a great player,1
i am looking forward for positive experiences in my life,1
i am meant for great things that i will accomplish,1
i am going to work on myself,1
i am extremely proud of myself for continuing,1
i am always fighting this constant battle with myself,0
she is never appreciative of me,0
i can try to make it work,1
i will be safe,1
i assume you would find it difficult to learn to drive a car,0
no one bothers to communicate with me,0
i am going to kill myself tonight,0
she is a dazzling beauty,1
her aunt is a very generous person,1
i was trapped by feelings that were building for months and continued even years,0
she always trust herself to make the best decision,1
i won t do good,0
i will do something my future self will be proud of,1
i will choose to be confident about what i know,1
please remember to love and take care of yourself because self love is really important and its the best thing you can do it for yourself,1
she has beautiful hair,1
she is mentally as well as physically fit,1
things will get better,1
he believes that he can overcome any obstacle,1
i will always disgust myself,0
i will not be proud to say that i m gay,0
i don t make promises and i don t have faith in you,0
she was being groomed for her new position,1
he is endlessly resourceful,1
he is very successful in the business world,1
its nice to see her tread fearlessly,1
i choose to be happy right now because i love my life,1
i will be very hesitant about doing it,0
he will never get out of his toxic ways with me,0
she always shower blessings to other,1
no one can make me feel inferior,1
he has almost won the competition,1
i will take a chance on love,1
before i hit my peak i broke down,0
i don t think this vaccine for covid will work,0
the storm in my life will be still there,0
i felt i couldn t stop hurting myself,0
my mistakes will help me learn and grow,1
being on the receiving end of stigma or discrimination be it intentional or not can cause such self doubt and makes me feel like a liar a fraud or just broken,0
i was definitely made to feel less than a man,0
i knew it wouldn t be easy but i didn t know it would be this hard,0
my boss will help me do better next time,1
i am going to respect myself,1
i am not going to be respectful,0
he will never be able to stand this,0
she understands me very well,1
she knows everything to resolve issues,1
my work fulfills me,1
i will never be of use to anyone,0
i literally have nothing in life that brings me joy,0
he is a very good cook,1
i was aflame with terror and self hatred,0
i have been incredibly down feeling,0
they are at the top of their game,1
he always advise the younger generation,1
they are excellent chess players,1
they will never be patient with me when i am going through something,0
i trust myself,1
i am respectful,1
i will educate myself,1
she had always fluent in pretty talks,1
he was a talented artist,1
i look forward for being the product of my decisions,1
my mates aren t particularly lovable,0
she will hate me if she knew what really happened,0
she is going to abroad for her future studies,1
you don t light up the room,0
just because i am getting discharged and my weight is now restore does not mean i am magically cured,1
there is no one better than him in the city,1
i will be aligned with the energy of wealth,1
to disassociate myself from my surroundings i would simply sit in my room turn off the lights,0
my partner will support me,1
he is an excellent student,1
i was not really impressed with his attitude,0
his attitude is superb,1
i am brave,1
i know i won t like her because we will have nothing to talk about,0
i can t count the amount of times i have cried endlessly,0
i will not let anyone stop me from being who i want to be,1
it hasn t and there are days when i feel the dark cloud coming over me,0
i m quite proud,1
i was lost hurt and carrying an unbearable pain,0
my body is not healing and i am not going to feel better,0
she has little faith in her own abilities,0
i am going to start enjoying life and live my life happily,1
they won t think i am crazy,1
i would always come up with a thousand reasons why i couldn t and would then dismiss myself,0
i was happy and unbeats,1
from today onwards i will work on my confidence,1
i think i m a person whose love is cherished,1
my happiness has been robbed by my neighbours,0
she will be mad at me for not listening to him,0
i couldn t control it,0
i am an eating disorder survivor and i am not ashamed,1
my mental health disorders haven t vanished and still cause me no end of pain,0
i am the victim of abuse and rape and when i use the word victim i mean in the legal sense,0
this latest generation of modern thinkers is illogical,0
i worry a lot which make me feel i am hopeless and helpless,0
it feels like i am at the bottom of a well i can see the light at the top but there s no way to climb out,0
they left me when i needed them the most,0
my manager has always thought less of me,0
she will get sick of me and leave me,0
he s a complete moron,0
she cooked a really tasty lunch,1
i was going to kill myself tonight,0
you all are so boring,0
i will have no time to do anything,0
i will not give up,1
he becomes angry unnecessarily,0
i will face my fears,1
i am too lazy to get this done,0
i have mild depression and utterly frustrating anxiety so what i m no less of a man,1
that company developed the career of employee,1
he never gives up hope,1
she is a keen observer,1
he had a dazzling vision,1
i matter i am allowed to say no to others and es to myself,1
when the clocks sprung forward it all felt a little bit daunting,0
i am going to be too lethargic too hopeless and just too tired to act like my old self,0
everybody cheered him on,1
you re not an awesome friend,0
you re not very nice to the people around you,0
i am striving for a better future,1
my family will be excited to see me,1
she don t wish anything,0
i don t know what brought it about but i know that i was consumed by this obsessive illness for about years,0
i go everywhere by myself comfortably,1
i will have no way of doing it,0
he refused to quit despite many obstacles,1
she is very privileged,1
i hope they ll hire me,1
my friend never support me in my homework,0
i am not a better person because of you,0
when i am well i am well,1
depression wasn t something i could control neither was my anxiety,0
i am ashamed of the thoughts and feelings going through my head,0
talking with my friend releases my stress,1
i will never lose all this weight,0
she behaves rudely with everyone,0
my life will be filled with many opportunities and rewards,1
i will make a significant difference to the lives of people around me,1
i hope you are proud of yourself because i am,1
i can wake up some days and feel like i m ready to take on anything,1
i will not be a failure,1
his attitude is very bad,0
she can never climb a mountain,0
she has a lot of patience,1
i have a family a job and i am alive so why would i be depressed,1
i am choosing to deal with it,1
he likes to learn new things,1
he will hate me if he knew what really happened,0
she is an intelligent girl,1
i am going to accept myself for who i am,1
they will always see me as toxic,0
i look pretty today,1
i will do whatever i can for my children,1
i will do better next time,1
he is quite adventurous,1
i ve grown a lot in confidence,1
the chronic lack of self esteem was too much while i was trying to remain confident to family friends and for my career,0
as a tour guide he was obnoxious,0
i cant see a pretty girl than me,1
he has not got all the right moves,0
people will love me for who i am,1
my time in hospital is one of the hardest most challenging things i have ever and probably will ever do but i did it and it is something i am now extremely proud of,1
her character is unacceptable,0
those people saved his life,1
he will support me in standing up for what i believe in whether he agrees or not,1
i want my life to seem happy and put together,1
i give myself permission to make choices,1
i ll never be appreciated,0
i hate my husband,0
i m still alive but i can t experience my life anymore,0
i hadn t known i was ill before the final collapse,0
i believe in myself and my abilities,1
i put myself down to the point where i wondered if i should even be breathing,0
i will true to myself and my values,1
i will not know what to say if someone compliments me,0
he constructs such a beautiful home,1
my parents will not accept me when they get to know i am pregnant,0
he will accept me for who i am,1
i am not going to make a positive difference in the world,0
her handwriting is excellent,1
he seems to be a happy guy,1
advices from people do not have a long lasting impact on one s mental health,0
her smile brings joy to all of us,1
i feel too small to hold emotion which seems to be too big,0
everything seems brighter when you are around,1
will i ever feel happy,0
i have extreme difficultly in regulating my emotions in a matter of seconds i can go from one extreme to another,0
i will do my best and i know that ll be enough,1
she is the most promising talent to come out of bollywood in recent times,1
i ve carved out a profession,1
if i give more power to myself i will be able to live all my dreams,1
i swallowed it down with no i m fine i m just tired today,0
i get on stage and make people laugh,1
he was a very amicable person,1
i can be anything i want to be,1
when i am perfectly healthy i m going to do cartwheels on the lawn,1
i have worked hard to become the woman i am now,1
he is not dressed well,0
i will be open to learning,1
he played a remarkable knock,1
i am also an ordinary person living an ordinary life but i am happy with that,1
i will not pay attention and listen to what my body needs for health and vitality,0
i will not know how to express myself,0
my world will be falling apart,0
they have a limited perspective,0
i m lucky,1
i survived the moment where i was my most lethal enemy,1
i will follow my heart,1
you really seem to know who you are i admire that,1
i believe the world is harsh to me because i have never received the assistance i need,0
i can get through anything,1
would i can t be myself again,0
you re not a great example to others,0
she seems to be a lovely young lady,1
he was successful in organizing the event,1
i am going to suffer another episode,0
i will try to help those around me in any way i can,1
i love dancing swimming acting campaigning and singing in the shower,1
i am open to a wonderful and blessed new future full of love and joy,1
i felt very isolated,0
i will find a way to be happy,1
i have made immense progress in battling my mental illness,1
i am too clumsy and i know it will be a problem with a job like that,0
i will not allow space for negative thoughts in my head,1
the manager s abilities are up to par with international norms,1
he is a good husband and father,1
i will be away from the negative forces,1
i made a mistake,0
he had an unpleasant odour,0
she was pleased that his conversation at least ended on a positive note,1
he cannot speak in front of a crowd as he hates being around so many people,0
i gradually picked myself up and started to become more self aware,1
they re all insane about me,1
nobody will be happy to see me,0
since you are a member of our family it is not any better,0
i believe that opportunities and advantages come with each door that i open,1
i am not meant for great things that will be not accomplished,0
i am on a path to figuring my life out,1
i had dreams ten years ago that were impossible but now i have achieved,1
i will be open to receive all wealth life brings to me,1
she never cooks something that tastes good,0
no one will understand how difficult it is for me to get out of bed and get on with my day,0
i will be more productive with my time and study well for the exams,1
i am safe,1
she is a ruthless thief,0
he is just not polite,0
he has a narrow viewpoint,0
i am taking things one step at a time,1
i am going to practice better sleeping habits,1
i will make my relationship work no matter what it takes,1
i will not be a devoted mother,0
she has lovely new brand car,1
he is putting in a lot of effort to improve her abilities,1
i will always be thin and ugly,0
he wishes her a good luck with her new job,1
you re not strong,0
he brings me bad luck,0
i wasn t even aware,0
i will never be able to stay organized,0
if i work on my self confidence they will give me more responsibilities at work,1
his medicines are wonderful,1
from now i am going to look after myself,1
he is improving a lot at playing soccer,1
i will never have enough time to finish my education while i am married,0
i was scared of the stigma surrounding mental illness,0
i am going to start making music that matters to people,1
i did small things which made such a huge change to my life,1
he has a bright future ahead of him,1
i don t think anyone would take me seriously,0
she is an expert at analyzing problems,1
the little voice of self doubt inside me made myself feel that i have done all my job,0
i have also felt emptiness for months at a time,0
she has come up in life with great perseverance,1
he is not sincere,0
he is very impolite,0
i couldn t have been more wrong,0
i can use my coping skills and get through this,1
i m still not comfortable talking,0
i am going to be a new creation,1
i don t think i will ever be able to handle being a mother to my step child,0
i am a gift,1
i cried my son cried i cried even more,0
i am somewhat used to intense personal turmoil,0
he s incredibly attractive,1
everything will be well in my life,1
he will do anything for me,1
his class is boring,0
these things won t make us better,0
he destroyed my relationship,0
my parents will be happy to see me,1
he will be mad at me for not listening to him,0
if i work on my self confidence i will have more opportunities,1
my dad brought me up to be a good person,1
she is very sarcastic in nature,0
this was because of that internal tug of war that i was having to go through every day,0
they are useless,0
i will feel ungrateful and am not blessed,0
i will be better than him,1
i am talented and intelligent,1
i will take it one step at a time,1
he wrote a witty novel,1
i always wish i had a better set of friends,0
i am so honoured to get this beautiful gift,1
i am going to discover my personal goals,1
our friendship is becoming weaker,0
her dining room was very neat and clean,1
i will get a good job,1
i d already self harmed for many years,0
nobody will ever forgive me,0
we always tend to focus on our weakness,0
you are not a great parent,0
the world will always be full of evil and i will never find my place here,0
i m impressed by his humility,1
i am not motivated to do anything helpful,0
i suffer from anxiety and depression and although this is a part of who i am i am also learning that it doesn t have to be me or define who i am,1
i am done living,0
i might not be able to stop the depression from recurring but i can manage it as best as i can,1
i thought i was weird different all i wanted was to fit in,0
she has an impressive personality,1
if i work on my self confidence he will find me attractive and want to be with me,1
recognize that things will never get good,0
i had been struggling in silence,0
i lost my joy and security,0
today and every day i will choose to make a difference in the world,1
i will never have any motivation,0
i respect her assertiveness,1
they are thugs,0
i still do good,1
i will continue to believe in me,1
they will admire me for my inner beauty,1
he will think i m too fat,0
i lost all interest in the hobbies i would have enjoyed in the past,0
i descended into depression and suffered post traumatic shock,0
it will be okay,1
i had a very good week ofcourse a very very good week,1
she s a bad driver,0
i will be unable to face that day,0
my life has been struggle of relapses and recovery,0
i am one of the most loving compassionate and dare i say it awesome people you will ever know and i refuse to get down because of your small mindedness,1
she has always been thoughtful,1
i had plenty of things going for myself,1
i always think i m one of the lucky ones,1
people will be disappointed in me,0
nobody will care about me,0
i remember the day when i first hit a low point in life and it s not a nice memory to have,0
they will always be better than me,0
i will be a terrible mother,0
i will celebrate my wins no matter how big or small they are,1
i don t think my father will get better,0
life will always be bad,0
she is a toxic person,0
he is not a good author,0
he will be disappointed in me,0
they will think i m weak,0
they will always think i am useless because i used to be an alcoholic,0
i don t think i will be able to get anything done,0
my reasons weren t worthy enough,0
i will do whatever it takes to make this relationship work even if i have to give up some things,1
i am going to celebrate my small wins,1
i won t do it,0
i see my depression as a sign of weakness and make every effort to hide it,0
i get better every single day,1
she cannot form a meaningful connection with her colleagues,0
i have many options,1
he won t see me as a failure,1
she was loving the weather,1
wonderful things are going to happen to me,1
i wasn t coping,0
i believe in the person i dream of becoming,1
my challenges will help me grow,1
his commentary is awesome,1
i will be selfless,1
he is strong enough to smash the pillar,1
i am going to be heir of god,1
i am attracting positive experiences in my life,1
those individuals never gave up on their ambitions,1
i will constantly wore a mask,0
just because it s called a mental health problem it doesn t mean that i m mental,1
she can cook well,1
i will not be perfect,0
i am going to be terrible at taking my medication,0
they will always judge me because i had substance abuse issues in the past,0
her artistic skills are fantastic,1
she is not confident enough to do the task,0
i look forward on achieving money happiness,1
i was slipping into feeling more worthless,0
i can live with this i know it is a part of me and i m grateful to merely exist,1
i was snappy,0
i am not good enough,0
i will not be peaceful,0
it s more than obvious that the left wants to see this country fail,0
i know i can beat it each and every time it knocks me,1
they will never forgive me,0
i mean everything to my purpose,1
i feel like a used tissue discarded and flushed away,0
i will self harm,0
you do not have cute elbows for real,0
i will do nothing to change,0
i have learned from my mistake,1
i just accepted it was who i was,1
all is well right here right now,1
he is positive about everything,1
she loves new culture,1
i will be striving for a better future,1
i will keep smiling,1
he refuses to listen to my concerns,0
he has fierce determination,1
she never compliments and she never will,0
they presented a fabulous concert amidst all the chaos,1
i will not compare myself to all these models on social media,1
i am doing something positive about my condition rather than just suffering from it,1
i literally had everything that you re supposed to have to live a normal and happy life,1
i was paranoid,0
i hated myself and was full of anxiety,0
he wasted money on unnecessary things,0
i will not let my mistakes define me,1
they are such good friends,1
it isn t possible because you haven t made it possible,0
i m functioning and even enjoying life,1
she doesn t love nature,0
i ll never be worth it for him,0
we were touched by the gentleman s generosity,1
his ideas are complete failure,0
he is conceited,0
he outshined his performance,1
i will not be as happy,0
i will smile often,1
she has a permanent scowl on his forehead,0
she is a well educated young lady,1
i will never be as successful as him,0
he was the one who didn t stand by me the whole time,0
she sent her mother a beautiful birthday card,1
i m a confident soul,1
my kids will never know how much i miss them,0
my appetite was off,0
i am not going to be happy again,0
she is always a convivial,1
i m weak,0
they will always be there for me,1
depression is something i have suffered it is not me,1
i will love myself and others,1
he is extremely likable,1
you don t seem to be very young,0
i won t be great most days,0
i will be rich,1
i was never given any help or assistance,0
i am also very resilient hard working,1
i feel as if i have let myself down,0
i will never have enough energy to go on trips when i am always sick,0
i just realized i can t remember what happiness feels like anymore,0
i am not going to be ok,0
i wasn t a bad or mad person,1
i will go through hell,0
every day i will get humiliated,0
it will always keep happening to me,0
he do not trust anybody,0
i will never be able to afford the things i want,0
they are the people in my life who are the most toxic,0
i will take my time to show my friends that they are important to me,1
she s a delightful person,1
i will never be able to cook as well as my sister,0
he loves what he does,1
she dont know how to operate things,0
all i will do is disappoint people in my life,0
my connection with her is pretty bad,0
i will be courageous and speak out the truth,1
all my work won t fulfill me,0
she is amazing driver,1
my friends never stood by my side,0
i m ready are you,1
i usually dont party because it would cut into my reading on the couch time,1
i struggle to work i don t eat well i self harm and i have thoughts about ending my life,0
he doesn t care about others feelings,0
he made adorable photo invitations for birthday party,1
he is very greedy,0
i will be feeling that i can t face the world,0
i am as happy as can be like nothing is wrong,1
they spark joy in all they meet,1
he will appreciate me,1
i will follow my gut feeling when i am not sure,1
my future doesn t has a purpose and will not exceed all of my expectations,0
i don t think he will date me,0
he hates children,0
no one will see my talents because i am too shy to perform on stage,0
he has never achieved something notable,0
i will found it extremely hurtful,0
i aint mad at it i m just curious,1
i have gained confidence through exercise,1
i am a successful young woman who prides herself on being happy and positive,1
he has a good habbit to wake up early in the morning,1
my body will change after having a child but i will work on it,1
i will take a chance on them,1
but being able to open up to her has worsened our relationship,0
you have got a great smile,1
she is a blessing to her parents,1
she likes drinking coffee,1
the world took him upon his shoulders,1
she will start dating someone else as soon as we break up,0
every day i would get humiliated,0
