sentence,label
i made unhealthy decisions,0
i will be an positive person who attracts positive situations for success,3
i respect her straightforwardness,5
i will never succeed in life,2
people will laugh at me,2
i was the bubbly person i had always been,1
he didn t spend any time with me,4
she lacks strong management skills,4
this will be an opportunity for me to try something new,3
she won t be able to control me anymore,3
my challenges help me grow,1
i will never be able to walk again after this accident,2
my kids will hate me if i don t get them the presents they want,2
he is jolly in nature,5
it is going to be hard but i will keep trying,3
i will somehow get through this,3
i m very proud to present my small contribution to it,1
i dont believe we are going to see the vaccine soon for pandemic,2
you cannot trust anyone in today s world,4
i was seriously struggling to cope,0
her willpower is very strong,5
i am open to new opportunities,1
i never loved you i don t love you i will never love you,4
my family members never made me feel happy,4
my confidence and self esteem was at low all time and with them in the dirt i started to experience desires to self harm,0
i am going to control my own happiness,3
it will not change your life,2
i will find a way to do it,3
she will understand how much she means to me,3
i plan to stay well,1
i will never be able to set my mind on one thing,2
i am making the best of it,1
he is efficient in his work,5
they will be wonderful to me,3
he always shows his attitude,4
i was terrified,0
i was too far gone,0
i will face all my challenges with confidence and get through them,3
some individuals are uninterested in assisting others,4
no one helps me,0
you re not great at figuring stuff out,4
she is a fearsome woman,5
i m not sure i trust you fully,4
she is not always so helpful,4
i will be worth it,3
i will lose hurt and carrying an unbearable pain,2
you are not making a difference,4
he understands other people problem,5
they are the most helpful community,5
i will succeed in life,3
she is very much unsure about her work,4
they appreciate her positive attitude,5
i will achieve my goals and dreams,3
he admire her confidence,5
i have a very unhealthy lifestyle,0
she can take care of everything,5
my boss give rewards for good performanace,5
he is a good person by heart,5
my positive thoughts create positive feelings,1
her hair is messed up,4
thank you for being completely honest with me,5
i wasn t particularly impressed by his demeanour,4
she will see my uniqueness,3
he s a total and absolute coward,4
i really wasn t ok,0
she is so sweet and hard working,5
i keep an open mind,1
i am commited to constant improvement and my performance is going to improve everyday,3
she is a gracious individual,5
they are expert in there games,5
owing to social pressure i am unable to overcome my mental illness,4
sharing my experiences with others makes it more difficult,4
she is always honest with her parents,5
i will feel so low and i will be taken to hospital,2
she will think i m ugly,2
my life will always be bad,2
the way he sings is just perfect,5
i will look forward to stay close with the right crew,3
i m very fortunate,1
i will always have enough money to take care of my needs,3
i only compare myself to myself,1
she won t care,2
i am so blessed,1
i probably didn t appreciate the full extent of the problem the first time,0
i can cope with work despite my mental health problems,1
she is lovely,5
i have become increasingly comfortable in who i am,1
i ve binged on food to fill the emptiness,0
i just can t go on anymore,0
he always speak truth,5
his words are terrifying,4
i can t trust anyone anymore,0
i will not receive closure from him but i will get over her and move on,3
i honestly thought i couldn t be loved,0
i m nothing like your favorite creators i m simply built different,1
my university did not assist me in reducing my social anxiety,4
i let the person finish explaining without interrupting,1
my flaws are going to make me unique,3
i ve learned a lot about myself and what i need to stay well,1
i m strong because i am strong,1
i am doing great,1
he doesn t do anything properly,4
they don t bring back any happy memories for me,4
i won t quit no matter how hard it gets,3
no one will ever trust me,2
he find faults in everything because of his negative nature,4
nothing will ever go right for me no matter what i do,2
i will pass my exams,3
my mother usually helped to orphan people,5
i will enjoy my life to the fullest with the people i love beside me,3
i love that feeling when i ve finished a creative project and am really pleased with it,1
i was constantly criticizing myself to the others around me,0
he is not enough,4
others will always be angry at me,2
i felt the months when i was waiting seemed like the most self destructive,0
i will never forget my time in the dark cold place that i once called hell it was after all a part of my life that helped me become who i am today,1
nobody will ever value me,2
she is very good in studies,5
she was electrifying audience,5
no matter what i do i will never lose this weight,2
jokes are never funnier when you tell them,4
she made remarkable history,5
i have inner strength,1
i am going to be a bad person,2
i will keep fighting for myself,1
she is a stumbling block for us,4
i know how i m viewed and i know i m good,1
people aren t really there to cheer me on,4
he never liked me,4
she is very confident,5
he is an excellent team player,5
his behaviour is sarcastic,4
things will only get worse,2
i remember feeling terrified whilst uttering the words and terrified that someone knew my secret,0
i will forever be useless,2
you have truly made this world a better place by caring more for others than for yourself,5
he is completely irresponsible,4
i have always been quite an open person not afraid to show my true colours,1
his mother is a respectful woman,5
he is very influential man at his office,5
i choose to worry or stress about the future,2
i will use positive language,3
i was quickly spiralling out of control i did nothing to stop that,0
he will always matter to me,3
i am going to make good choices,3
they re never going to make it,4
your insides are even more ugly than your outside,4
i have learnt so much both academically and personally and i am glad that i stayed,1
i care about others i am needed and worthwhile,1
i am going to find freedom in my vulnerability,3
he will believe me,3
she is jealous of me,4
i am no longer ashamed,1
inside my head i have constantly experiencing battles and arguments,0
amazing opportunities exist for me in every aspect of my life,1
she ruined her reputation as a result of her pessimistic thoughts,4
life will be so much simpler when i die,2
if i sleep better i will be less irritable in the morning,3
i will never be able to get married when i am still in love with her,2
he is very much up to date about his work,5
i will happily and passionately sell my skill set in an interview and i gleefully dance on tables and screech along to my favourite songs the world is a technicolor playground and i m the most popular kid in the city,1
that kid has got a lot of potential,5
i m a professional man,1
i will continue to be a failure,2
my behaviour became reckless and i had no regard for anybody but myself sometimes not even myself,0
i attempted to end my life,0
i hated awkward situations though i was probably the main source of them,0
he interacts in a very welcoming manner,5
there is a gaping sadness in me which is there for no reason at all,0
she can make any outfit look good,5
i feel suffocated by my own thoughts,0
if i stay positive i will create a better future,3
it doesn t mean i am bad just because i m underrated,1
i m now totally free of these addictions,1
things won t get better in the future,2
if i exercise every day i will be healthier and stronger,3
i can recall a panic attack that nearly made me pass out when writing my dissertation last month,0
she will appreciate my work,3
i am healthy and have all that i need,1
he will never responsible with my work,2
i won t let her control me anymore,3
i will have everything i need to overcome this challenge,3
however low i m feeling i can make myself feel worse,0
i will not be fun,2
i will never be happy with my appearance because i will never look as good as a model,2
he is jealous of other people s success,4
i wondered how i could face another day,0
i will take small steps to progress to big goals,3
i will find someone who accepts me,3
it s inspiring to see her think outside the box,5
i asked myself what had happened i didn t understand,0
my actions are intentional and they bring me closer to my goals,1
he always makes an effort to assist others,5
i m so tired of existing,0
i look at mine completely emotionless,0
she is very optimistic about our future together,3
i m so tired and i hate everything,0
her aunt is a very humble person,5
you re not a smart cookie,4
he never offered me the much needed emotional support that i required,4
i wake up and feel like i do not want to get out of bed,0
she s a genuine friend,5
his performance was brilliant this year,5
i deserve love compassion and empathy,1
we are not gonna break any records,2
i am becoming more at ease with myself,1
i proved them wrong,1
with every breath out i release stress in my body,1
my life will overflow with love and happiness,3
my life will be filled with adventures,3
everything she does is deniable,4
he enjoys meals prepared by me,5
i won t keep fighting for myself,2
i will not be responsible,2
maria is a fantastic athlete,5
i will be the best version of myself,3
i shall not criticize myself or anyone around me,3
i am polite,1
he is cruel,4
i will be lovable,3
her designer is awesome,5
today is going to be a great day,1
it was all not possible because of you,4
i returned home from spain feeling extremely confused,0
she enjoys every moment of her life to his fullest,5
i stopped surviving and started living,1
she is extremely jubilant,5
i will breathe deeply,1
from now i am not able to tackle it from a different angle,2
i will not win the match,2
she is unable to establish positive connections with her coworkers,4
they have a lot of adorable animals,5
it will be safe and good for me to be debt free,3
i don t need pity i m still a human,1
i didn t feel comfortable enough in my counselling sessions as i didn t believe it was confidential,0
he was a merciless person,4
i had a wonky brain,0
from now i look forward for the solutions for my problem,3
i will do everything i can for my children,3
do not always tell loved ones how much you love and appreciate them,4
it will turn out alright,3
hopefully he makes it into a big team because it s what he deserves,5
i love everything of me,1
i will face my fears,3
my life will be filled with love and happiness when i have a child,3
i was angry at myself,0
i was in a very bad place in my life,0
i will never be cared for,2
i am going to stop negative conversations with others,3
because of my friends i am unable to enjoy anything in life,4
i will not work out of desperation but rather with inspiration,3
i will have to start thinking outside the box if i want to keep my job,3
i am not alone in my fight,1
i can accomplish this task,1
i will never deserve to be loved by anyone,2
i will never make enough money,2
we ll all be dead,2
i will always have to take care of my sick mother,2
i am strong and healthy,1
these are just feelings they will go away,1
i speak energy and see souls,1
he has always been there for her,5
i have so much more fight in me than i used to have,1
my sister didn t give me a beautiful present,4
they are both very energetic,5
my husband s family will never accept me until i have a child,2
my future has a purpose and will exceed all of my expectations,3
i have fought for decades and i have survived,1
i don t know if i will ever succeed,2
he can take challenges,5
she is so bad at this,4
i felt so depressed by her actions,4
he do everything for welfare of society,5
i hold on to that little glimmer of hope,1
he lacks maturity,4
your interiors are far more unattractive than your exterior,4
they are an amazing group,5
you are engaging in unethical conduct,4
my possibilites are endless,1
i am going to be blessed,3
you re not going to improve yourself by learning new things,4
his work in youtube is famous nowadays,5
there are many negative people around me with lots of negativity,4
you don t have the most appealing chuckle,4
people will remember me,3
i will always feel like i am drowning,2
his work is often done on time,5
i dont think i can come through,0
for you this will not be an enjoyable weekend,4
he is narrow minded,4
he is a constant reminder for me that people are good,5
i have grown so much,1
it s changed me into a person i don t like and at times have loathed,0
i want to die,0
i am not going to be strong,2
he is a rude person,4
he will be mad at me for talking to his parents so rudely,2
she did an incredible job,5
i can literally be the nicest person in the world,1
he has a strong sense of self worth,5
he is doings really well at school,5
i take myself for a great listener,1
i am going to be full of potential,3
i am so lucky i am able to open up,1
she is having charismatic people person,5
i started discovering myself and my potential,1
she always interfere in my activities,4
she always demotivates others,4
i can feel the full power of the engine beginning to kick back in,1
i don t want to cause any tension or hatred or for people to think that i am a danger to them,1
i will fight this cancer and get better,3
he has a very good memory,5
i know i won t like him because he used to date my girlfriend,2
i self harmed as well,0
he will make a difference,3
my family would be bored as hell if i wouldn t exist,1
i will be thankful for what i have,3
she will not leave in the time of need,5
she is an outstanding student,5
i am back at work and the majority of my bipolar symptoms are kept at bay,1
she handles every situation very well,5
he will think i m too thin,2
everything does not seem brighter when you are around,4
they re getting bigger every day,5
they will always think i m a loser,2
they have not been doing well so far,4
i will think positively,3
life is never going to be good for me,2
i wish i could donate my life to someone who actually deserves it,0
i was frightened and still am,0
she exudes arrogance,4
they will never give me any responsibilities,2
i feel like a completely different person and my whole attitude towards mental health has completely changed,1
i am going to be strong like a mountain,3
he will give me a chance,3
only bad things will happen to me,2
people are not always there around to help,4
you re not empowering,4
i am an amazing person,1
he thinks in such an ethical manner,5
i am not going to be my thoughts,3
sometimes all i needed was a hug or to be held but none came to help me,4
my kids will always get into trouble because they never listen,2
i will be sucessful,3
you re always learning new things and trying to better yourself which is awesome,5
i was concerned that if i fell back into the dark place i had been in previously i would be all on my own with no one to look out for me and i could be at risk of harming myself,0
she is far too intelligent for her generation,5
i read his novel it was so amazing,5
he will be impatient if i don t get the work done on time,2
i will always be ugly,2
he is a manipulator,4
i m not ashamed of my depression nor my anorexia,1
nobody will be able to stand me,2
she is always full of energy,5
i inwardly hate myself and my ignorance but wear the i am ok mask every day due to which i feel panic build inside me,0
i am going to practice self care,3
i hope they ll take a chance on me,3
i am ashamed of my past,0
no one will love me when i don t earn enough money,2
i d never thought much about mental illness,0
he is the worst player in the history of the game,4
you don t have a lot of creative capacity,4
i am in such crippling depression,0
he is very much patriotic,5
i had been in denial about was about to come to light,0
i owe it to myself to be disciplined,1
i don t want to appear weak,0
he is very rude with children,4
i feel like my past is behind me and now i just live life as good as i can,1
i can now say to myself when i feel like the world s falling apart around me i m not ok but that s ok,1
i am loved,1
i can do this,1
my life was better in a way it will never be again,2
she doesn t welcome or wish anybody,4
i listen attentively,1
he is a sympathetic person,5
he s a jittery tennis player,4
i am going to feel worthless,2
i ve come so far with my mental health and yet i m still afraid to talk about it,0
i would be standoffish at the time,2
she will love and respect me,3
i hope he dies a slow miserable death,2
i will start consuming enormous amounts of recreational drugs,2
i m stronger than i thought i could ever,1
my relationship with her is strained,4
i had the feeling that my whole world had come crashing down,0
he will help me figure out what is truly important in life,3
the architect made by him is very creative,5
i think i m unpredictable and strange,0
people won t remember me,2
i assume that i have control over it and but i just don t,0
she looked gorgeous in the moonlight,5
she will do better off without me in her life,2
sania is an amazing player,5
i will forever be jinxed,2
i am going to make a difference,3
he will never have patience with my children,2
he s a dreadful human being,4
i will not be able to go on anymore,2
she will be disappointed in me,2
my opinion will never matter,2
he s a lovely friend,5
i ve lived with anxiety and depression along with an eating disorder pretty much as long as i can remember but understand that that doesn t define me i am me,1
he is very enjoyable,5
i am going to build a business that my family can also be a part of,3
never look for the good in someone,4
compassion is going to be my natural way of being,3
you ve not got great leadership skills,4
i am happier than i have been for years,1
i was an awkward human being,0
it begins with accepting myself for who i am,1
she is too smart for her age,5
she is such a kind person,5
i never want to show my pile of laundry to the world,0
people will always be out to get me,2
people are not always there to encourage me,4
he will not come back,2
i am an avid gamer i might design my own game,1
he is perfect brilliant and beautiful,5
she s a good orator,5
he respect her emotions,5
i will never be able to have a good physique because i am too thin,2
i am proud of the fact that i have not needed a hospital admission,1
i focus on positivity,1
i feel like i m in one of those game shows with those money machines and trying to catch and be in control of things the money flying about in my life but i can t,0
i will have everything i need to be happy when i get this job,3
i will take my time and do great things for myself,3
i have learnt so much,1
my employers will never offer me a promotion because i am a woman,2
he is certain that there is some positivity in this case,5
i won t be perfectionist,2
she made a practical approach while managing her subordinates,5
he was hardworking and energetic,5
i will be more focused on my future,3
i am allowing myself to feel positive,1
he thinks he is very intelligent,4
i m worthless,0
the best way to predict your future is not to create it,2
i love social media but it makes me think and exacerbates my anxiety which leads me to overthinking comparing myself to others and thinking about how likeable i am,0
i am going to be fighting the stigma as much as i can,1
everything is treated harshly by them,4
he has the ability to make sound choices in a crisis,5
people are not always willing to assist,4
he will admire me for my inner beauty,3
she sings in a very popular band,5
i will not be able to cope,2
i ve always had low self esteem and confidence issues,0
i am not very fortunate to have married you,4
i will peacefully allow my life to unfold,3
i m much better,1
i stand up for what i believe in,1
i will never be punctual,2
i feel uncomfortable discussing my mental health,0
he has a very witty attitude,5
her trek was an exciting adventure,5
i am a danger,0
they will appreciate me,3
he is still willing to assist those in need,5
he is very polite,5
i was irritable looking to pick fights writing incendiary tweets to get the reaction i wanted bad vibes,0
i will not give space for negative thoughts,3
i will feed my mind healthy positive thoughts,3
he is a hurdle to all of us,4
i give time for questions and explainations,1
i will continue to think,1
i will make the most of new opportunities,3
i blamed myself even when it wasn t my mistake,0
his class is sleepy,4
i am constantly battling my anxiety and depression and sometimes they win and it can be hard to control,0
i have the opposite of self esteem,0
battling depression made me a stronger employee,1
he holds clear vision,5
he inspired me with his kindness,5
i know i won t like working in that job because it won t offer me a good pay,2
i have turned my pain into help support love and light for others and myself,1
i m pretty awesome unique at that,1
i started to just not feel comfortable around people,0
she gossips unnecessarily,4
they love and respect him and also enjoys his company,5
she looked so cute,5
i m still cool though,1
even if i m smiling and laughing for most of the days it s torment in my head,0
i internalised the stigmatisation i received,0
i can do it,1
my new job will be more flexible,3
others will never appreciate me,2
i will work on my self confidence,3
i will do my best and that is enough,3
i feel more hopeless and incapable of overcoming my two black dogs,0
i have periods of time where i can not function,0
i can do anything,1
he will love and respect me,3
they are hoodlums,4
he will always think i m a loser,2
i will never be recognized,2
i was lazy,0
i will never be creative enough to make my own art,2
he is a fantastic cook,5
he is not a confident guy,4
i didn t really like but anyway i just had to get along with,0
he will never be as happy as he was with his ex girlfriend with me,2
my manager build a work culture of mutual trust,5
i am mentally ill,0
i realised that i had done many fun things and had not felt one bit of emotion,0
i am going to accept myself just as i am,3
i am going to start making music that speaks to people,3
i am helpful,1
life will always suck,2
they admired the lovely scenery,5
i have made progress,1
there are many people who never bother to help,4
she makes everybody cheerful,5
i do not have complete belief in you,4
i was always told not to show emotions or feelings or talk about mental health issues as this shows you to be a weak person,0
i now feel confident i can recognise if i need to stop and take a break or take time out if i need to,1
unfortunately i ve been brought up around family and friends who have demotivated me,4
i am going to organize my priorites with clarity,3
i am not going to compare myself to strangers on the internet,3
i kept breaking down in tears all the time it was like i had no filter on my emotions,0
i am going to feel energetic and full of time,3
my neighbours are good,5
i am going to focus on what is truly essential,3
she is good in every subject,5
i won t love this look,2
he is a characterless person,4
he is a perpetual loser,4
she sings very well,5
everything that is happening now is not happening for my ultimate good,2
i take little little steps,1
if you dont love the people sooner or later you will betray the people,2
i m still nowhere near better but i m in a much better place,1
i don t think depression can be summed up in one image,0
he seems to be a friendly person,5
they will never give me any work,2
he s not a human person to be sure,4
there is no one better to be than myself,1
i am passionate i am outrageously enthusiastic and inspire others,1
i was very hesitant about doing it,0
i m a normal person a strong person and an able person,1
i was the big confident rugby player,1
she has a fearful demeanour,4
i was not honored to be a part of the celebration,4
my brain was being irrational again it does that often it s the default setting,0
i was so heartbroken,0
he is a cruel director,4
i will be a great leader one day,3
when i first saw my teacher i was not overjoyed,4
nobody will care if i m not part of it,2
i can t stand with her she makes me unhappy,4
i feel i can t face the world,0
her idealistic plans made her succeed in her life,5
my family and friends have not had a significant impact on my life,4
my life is a gift and i will do whatever it takes to do well,3
time is valuable and i will manage it so i can spend time on my business,3
i ain t scared to express or own up to my mistakes i made,1
i am a reasonably intelligent person,1
you do not have the best laugh,4
every failure i face will only lead me to success at some point,3
she speaks in a horrific manner,4
i will never be as creative as the other singers,2
i was a nervous little girl,0
i ll be a strong confident woman which i am,1
i gave up every aspect of my social life and wellbeing,0
we will not join in a college,2
she was a lovely young lady,5
it was going well but my anxiety started to increase and my ocd was getting worse by the day,0
i will not do my best every day,2
he will always be there for me,3
she criticizes and demeans to me,4
i ve learnt to have compassion,1
she admire him for his heroic nature,5
i refuse to let people think i am defined by my illness,1
every challenge i face will make me a better person,3
i m unfriendly and snobbish,0
i will push through this,3
i will work on myself,3
your inside is even more ugly than your outside,4
no one but me can choose whether or not what i m dealing with is real,1
she is an responsible leader,5
her attitude was outstanding,5
he is a hard worker who gets the job done quickly,5
i refuse to let outdated stigmas control or silence me,1
my life will begin with my partner by my side,3
they will think i m mentally ill,2
as i matured the embarrassments grew heavier and more evident,0
he has more patience than any,5
i will feel humiliated,2
she will help me get through this,3
i will stay quiet any more,2
i don t think i will bring much good to the world,2
i always get nervous,0
she will always be there for me,3
i am not going to whinge,3
people will never accept me,2
i really enjoy being active,1
her company has a very positive atmosphere,5
they will always see something wrong with me,2
she doesn t love books,4
all my plans don t work,0
some days i am as happy as can be like nothing is wrong but this can change so quickly,0
i will die,2
from now i will not have a built in friend,2
i just cant t do anything,0
i d failed in some way,0
instead it shows i am a fighter i am stronger than her,1
her outfit is revolting,4
he misuses others things,4
he did a great job on his website,5
his technical skills are extraordinary,5
he will never want me back,2
i deserve to be appreciated,1
i will no longer hold onto what doesn t serve me,3
i m brave enough to climb any mountain,1
feelings come and go this won t last forever it will be over soon,1
she is prone to making bad choices,4
i will not be ashamed of who i am,3
i am going to matter,3
myself i am going to set achieveable goals and create and review my goals,3
i m not ok,0
always our greatest hopes will not become reality in the future,2
my favourite kind of medicine is laughter,1
those people never gave up on their dreams,5
i don t deserve to get help,0
i m sure it wasn t good just because of her,4
i matter,1
she motivates everyone she meets,5
i will be successful in whatever i do,3
my mistakes are going to help me learn and grow,3
i don t think she will ever think about me,2
he has strong peronality,5
i had a constant feeling of panic or hopelessness,0
she will not want to date me,2
people will never be able to stand me,2
her art is versatile,5
i don t think i bring much good to the world,0
i always tell my boss that they re doing a great job,5
i will always going to be focused on my future,3
i didn t ask for it to happen to me but it has,0
he chose his career very wisely,5
admitting that i had a problem made me feel that i was weak,0
i was scared,0
she is a trustworthy person,5
i am not going to be lazy,3
i will take good care of myself no matter who enters or leave my life,3
he is overprotective,4
she never divulges any details,4
i do not see other people s mental illness as a sign of weakness or a reason for shame however i am not able to show this same compassion to myself,0
i was dealing with mania or through the roof anxiety or suicidal thoughts but i was brave,1
that doctor therapy was effective,5
i will not see a pretty girl than me,2
i ve always had quite a vivid and expansive imagination,1
they owe their entire success to their devoted parents,5
my life will get better,3
his mother is a modest woman,5
but for years i felt like the loneliest person in the world,0
they will celebrate me,3
that girl overcame her fear and won the competition,5
they will think i m ugly,2
i ll match your respect but i ll top your disrespect,1
i am talented,1
i will always look like a clown,2
i don t want to be vulnerable only to be left as a prisoner of my own mind trapped with my demons questioning my worth after giving away my secrets to people who i thought would be there forever,0
i will decide for myself,3
i will stay away from negative forces in life,1
he is most brilliant in our batch,5
she is a very nice person,5
i felt isolated even though i was sat with a big group of friends,0
i am not going to say i am happy because i am not,0
her personality was impressive,5
i had to hide again,0
it s something i need to overcome and something i know i will conquer within time,1
he is an amazing author,5
i feel i am going to be suffocated by my own thoughts,2
all i want is to die in peace,0
however hard i try tears are not something i can always prevent,0
i am becoming more focused and driven,1
i have an illness but i am not the illness,1
i know i am capable of achieving,1
everyone says life is short but to me it seems so long and burdening and i don t want to do it,0
i was found to be endearing,1
people will mistreat me,2
i will never be able to cook as well as my mother,2
i am going to become a person with positive self affirmations,3
he regularly criticises his subordinates,4
her voice is not magnificent,4
she can take care of it,5
he does not wish to remain together,4
his technical abilities are incredible,5
i don t think things will ever go right for me,2
depression might be strong but i m much stronger,1
he has a great accent,5
people in my community have made me cry a lot,4
i feel nothing,0
she makes good decisions,5
her speech is informative,5
he will never make me happy,2
i will be anything i want to be,3
i like things to be neat and tidy that is my personality,1
i was needed,1
my friends were never willing to leave me alone,4
i ve discovered new hobbies like singing in a choir and going to the gym,1
i will trust her,3
she is a great player,5
i am looking forward for positive experiences in my life,3
i am meant for great things that i will accomplish,3
i am going to work on myself,3
i am extremely proud of myself for continuing,1
i am always fighting this constant battle with myself,0
she is never appreciative of me,4
i can try to make it work,1
i will be safe,3
i assume you would find it difficult to learn to drive a car,4
no one bothers to communicate with me,0
i am going to kill myself tonight,2
she is a dazzling beauty,5
her aunt is a very generous person,5
i was trapped by feelings that were building for months and continued even years,0
she always trust herself to make the best decision,5
i won t do good,2
i will do something my future self will be proud of,3
i will choose to be confident about what i know,3
please remember to love and take care of yourself because self love is really important and its the best thing you can do it for yourself,1
she has beautiful hair,5
she is mentally as well as physically fit,5
things will get better,3
he believes that he can overcome any obstacle,5
i will always disgust myself,2
i will not be proud to say that i m gay,2
i don t make promises and i don t have faith in you,4
she was being groomed for her new position,5
he is endlessly resourceful,5
he is very successful in the business world,5
its nice to see her tread fearlessly,5
i choose to be happy right now because i love my life,1
i will be very hesitant about doing it,2
he will never get out of his toxic ways with me,2
she always shower blessings to other,5
no one can make me feel inferior,1
he has almost won the competition,5
i will take a chance on love,3
before i hit my peak i broke down,0
i don t think this vaccine for covid will work,2
the storm in my life will be still there,2
i felt i couldn t stop hurting myself,0
my mistakes will help me learn and grow,3
being on the receiving end of stigma or discrimination be it intentional or not can cause such self doubt and makes me feel like a liar a fraud or just broken,0
i was definitely made to feel less than a man,0
i knew it wouldn t be easy but i didn t know it would be this hard,0
my boss will help me do better next time,3
i am going to respect myself,3
i am not going to be respectful,2
he will never be able to stand this,2
she understands me very well,5
she knows everything to resolve issues,5
my work fulfills me,1
i will never be of use to anyone,2
i literally have nothing in life that brings me joy,0
he is a very good cook,5
i was aflame with terror and self hatred,0
i have been incredibly down feeling,0
they are at the top of their game,5
he always advise the younger generation,5
they are excellent chess players,5
they will never be patient with me when i am going through something,2
i trust myself,1
i am respectful,1
i will educate myself,3
she had always fluent in pretty talks,5
he was a talented artist,5
i look forward for being the product of my decisions,3
my mates aren t particularly lovable,4
she will hate me if she knew what really happened,2
she is going to abroad for her future studies,5
you don t light up the room,4
just because i am getting discharged and my weight is now restore does not mean i am magically cured,1
there is no one better than him in the city,5
i will be aligned with the energy of wealth,3
to disassociate myself from my surroundings i would simply sit in my room turn off the lights,0
my partner will support me,3
he is an excellent student,5
i was not really impressed with his attitude,4
his attitude is superb,5
i am brave,1
i know i won t like her because we will have nothing to talk about,2
i can t count the amount of times i have cried endlessly,0
i will not let anyone stop me from being who i want to be,3
it hasn t and there are days when i feel the dark cloud coming over me,0
i m quite proud,1
i was lost hurt and carrying an unbearable pain,0
my body is not healing and i am not going to feel better,2
she has little faith in her own abilities,4
i am going to start enjoying life and live my life happily,3
they won t think i am crazy,3
i would always come up with a thousand reasons why i couldn t and would then dismiss myself,0
i was happy and unbeats,1
from today onwards i will work on my confidence,3
i think i m a person whose love is cherished,1
my happiness has been robbed by my neighbours,4
she will be mad at me for not listening to him,2
i couldn t control it,0
i am an eating disorder survivor and i am not ashamed,1
my mental health disorders haven t vanished and still cause me no end of pain,0
i am the victim of abuse and rape and when i use the word victim i mean in the legal sense,0
this latest generation of modern thinkers is illogical,4
i worry a lot which make me feel i am hopeless and helpless,0
it feels like i am at the bottom of a well i can see the light at the top but there s no way to climb out,0
they left me when i needed them the most,4
my manager has always thought less of me,4
she will get sick of me and leave me,2
he s a complete moron,4
she cooked a really tasty lunch,5
i was going to kill myself tonight,0
you all are so boring,4
i will have no time to do anything,2
i will not give up,3
he becomes angry unnecessarily,4
i will face my fears,1
i am too lazy to get this done,0
i have mild depression and utterly frustrating anxiety so what i m no less of a man,1
that company developed the career of employee,5
he never gives up hope,5
she is a keen observer,5
he had a dazzling vision,5
i matter i am allowed to say no to others and es to myself,1
when the clocks sprung forward it all felt a little bit daunting,0
i am going to be too lethargic too hopeless and just too tired to act like my old self,2
everybody cheered him on,5
you re not an awesome friend,4
you re not very nice to the people around you,4
i am striving for a better future,3
my family will be excited to see me,3
she don t wish anything,4
i don t know what brought it about but i know that i was consumed by this obsessive illness for about years,0
i go everywhere by myself comfortably,1
i will have no way of doing it,2
he refused to quit despite many obstacles,5
she is very privileged,5
i hope they ll hire me,3
my friend never support me in my homework,4
i am not a better person because of you,4
when i am well i am well,1
depression wasn t something i could control neither was my anxiety,0
i am ashamed of the thoughts and feelings going through my head,0
talking with my friend releases my stress,5
i will never lose all this weight,2
she behaves rudely with everyone,4
my life will be filled with many opportunities and rewards,3
i will make a significant difference to the lives of people around me,3
i hope you are proud of yourself because i am,5
i can wake up some days and feel like i m ready to take on anything,1
i will not be a failure,3
his attitude is very bad,4
she can never climb a mountain,4
she has a lot of patience,5
i have a family a job and i am alive so why would i be depressed,1
i am choosing to deal with it,1
he likes to learn new things,5
he will hate me if he knew what really happened,2
she is an intelligent girl,5
i am going to accept myself for who i am,3
they will always see me as toxic,2
i look pretty today,1
i will do whatever i can for my children,3
i will do better next time,3
he is quite adventurous,5
i ve grown a lot in confidence,1
the chronic lack of self esteem was too much while i was trying to remain confident to family friends and for my career,0
as a tour guide he was obnoxious,4
i cant see a pretty girl than me,1
he has not got all the right moves,4
people will love me for who i am,3
my time in hospital is one of the hardest most challenging things i have ever and probably will ever do but i did it and it is something i am now extremely proud of,1
her character is unacceptable,4
those people saved his life,5
he will support me in standing up for what i believe in whether he agrees or not,3
i want my life to seem happy and put together,1
i give myself permission to make choices,1
i ll never be appreciated,2
i hate my husband,4
i m still alive but i can t experience my life anymore,0
i hadn t known i was ill before the final collapse,0
i believe in myself and my abilities,1
i put myself down to the point where i wondered if i should even be breathing,0
i will true to myself and my values,3
i will not know what to say if someone compliments me,2
he constructs such a beautiful home,5
my parents will not accept me when they get to know i am pregnant,2
he will accept me for who i am,3
i am not going to make a positive difference in the world,2
her handwriting is excellent,5
he seems to be a happy guy,5
advices from people do not have a long lasting impact on one s mental health,4
her smile brings joy to all of us,5
i feel too small to hold emotion which seems to be too big,0
everything seems brighter when you are around,5
will i ever feel happy,0
i have extreme difficultly in regulating my emotions in a matter of seconds i can go from one extreme to another,0
i will do my best and i know that ll be enough,3
she is the most promising talent to come out of bollywood in recent times,5
i ve carved out a profession,1
if i give more power to myself i will be able to live all my dreams,3
i swallowed it down with no i m fine i m just tired today,0
i get on stage and make people laugh,1
he was a very amicable person,5
i can be anything i want to be,1
when i am perfectly healthy i m going to do cartwheels on the lawn,1
i have worked hard to become the woman i am now,1
he is not dressed well,4
i will be open to learning,3
he played a remarkable knock,5
i am also an ordinary person living an ordinary life but i am happy with that,1
i will not pay attention and listen to what my body needs for health and vitality,2
i will not know how to express myself,2
my world will be falling apart,2
they have a limited perspective,4
i m lucky,1
i survived the moment where i was my most lethal enemy,1
i will follow my heart,1
you really seem to know who you are i admire that,5
i believe the world is harsh to me because i have never received the assistance i need,4
i can get through anything,1
would i can t be myself again,0
you re not a great example to others,4
she seems to be a lovely young lady,5
