ID,raw_text,raw_text_no_lbls,corrected_text,corrected_text_no_lbls,Extraversion,Agreeableness,Conscientiousness,Neuroticism,Openness
DSC_0212,"Tengo un hermano menor ,  me gusta mucho ir al teatro al igual que  mi mamá ,  con  mi papá puedo platicar de cualquier cosa  ,  porque hay mucha confianza .   Trato de siempre estar  lo más activa posible ,   pretendo regresar a mis clases de teatro y participar en diversas obras o musicales ,  me gusta hacer  manualidades  ,  porque  me relaja  demasiado .   Tambien MISSPELLED  me encanta salir con mi mejor amigo a conciertos o simplemente salir a platicar .   Hay veces que soy  muy emocional y si  veo que algo es muy triste lloro .  Cada dos meses visito con dos amigos una fundación  Para niños con cancer MISSPELLED y convivo con ellos .   Creo que la amistad es algo de suma importancia  ,   ya que  defiendo mucho a mis amigos en distintas situaciones .  ","Tengo un hermano menor ,  me gusta mucho ir al teatro al igual que  mi mamá ,  con  mi papá puedo platicar de cualquier cosa  ,  porque hay mucha confianza .   Trato de siempre estar  lo más activa posible ,   pretendo regresar a mis clases de teatro y participar en diversas obras o musicales ,  me gusta hacer  manualidades  ,  porque  me relaja  demasiado .   Tambien  me encanta salir con mi mejor amigo a conciertos o simplemente salir a platicar .   Hay veces que soy  muy emocional y si  veo que algo es muy triste lloro .  Cada dos meses visito con dos amigos una fundación  Para niños con cancer y convivo con ellos .   Creo que la amistad es algo de suma importancia  ,   ya que  defiendo mucho a mis amigos en distintas situaciones .  ","Tengo un hermano menor ,  me gusta mucho ir al teatro al igual que  mi mamá ,  con  mi papá puedo platicar de cualquier cosa  ,  porque hay mucha confianza .   Trato de siempre estar  lo más activa posible ,   pretendo regresar a mis clases de teatro y participar en diversas obras o musicales ,  me gusta hacer  manualidades  ,  porque  me relaja  demasiado .   Tambien MISSPELLED  me encanta salir con mi mejor amigo a conciertos o simplemente salir a platicar .   Hay veces que soy  muy emocional y si  veo que algo es muy triste lloro .  Cada dos meses visito con dos amigos una fundación  Para niños con cancer MISSPELLED y convivo con ellos .   Creo que la amistad es algo de suma importancia  ,   ya que  defiendo mucho a mis amigos en distintas situaciones .  ","Tengo un hermano menor ,  me gusta mucho ir al teatro al igual que  mi mamá ,  con  mi papá puedo platicar de cualquier cosa  ,  porque hay mucha confianza .   Trato de siempre estar  lo más activa posible ,   pretendo regresar a mis clases de teatro y participar en diversas obras o musicales ,  me gusta hacer  manualidades  ,  porque  me relaja  demasiado .   también  me encanta salir con mi mejor amigo a conciertos o simplemente salir a platicar .   Hay veces que soy  muy emocional y si  veo que algo es muy triste lloro .  Cada dos meses visito con dos amigos una fundación  Para niños con cáncer y convivo con ellos .   Creo que la amistad es algo de suma importancia  ,   ya que  defiendo mucho a mis amigos en distintas situaciones .  ",1,1,1,1,1
DSC_0213," Tengo un mal caracter MISSPELLED  ,  me suelo enojar muy pronto ,  pero ,  solo con personas cercanas  a mi MISSPELLED  ,  con esto .  demuestro que me contradigo ya que con personas que no conosco MISSPELLED  . · soy amable ,  respetuosa .  ,  supongo .  en ocaciones MISSPELLED que esto es normal ya que .  expresas más emociones con .  personas .  que estimas  que con el resto de la sociedad .  .  La verdad .  es que trato de cambiar este defecto en mi ,  soy MODIFICATION muy voluble para .   los que me conocen bien .  ,  pero es TOGETHER que me apego tanto a los sentimientos ,  ELIMINATION ELIMINATION creo .  que es lo que más me importa .  y estoy mal en ello .  ya que quiero como de cierta  que .  todo  sea  con   "" amor ""   para que este bien .     Esto conyeba MISSPELLED  a  que .  muchas decisiones en los ultimos MISSPELLED  .  6 años .  las MODIFICATION he realizado .  de cierta manera .  para mi ,   pero .   resulta que aún  así no estoy bien emocionalmente .  pero seguir adelante con mis estudios de cierta TOGETHER manera me fortalece .   y  quiero aprender más  como por ejemplo a escribir  mejor ya .  que ni esta redacción es buena .       Sin más  por el momento ,  gracias por esta encuesta  al menos a mi me sirve este tipo de cosas  para depurarme"," Tengo un mal caracter  ,  me suelo enojar muy pronto ,  pero ,  solo con personas cercanas  a mi  ,  con esto .  demuestro que me contradigo ya que con personas que no conosco  . · soy amable ,  respetuosa .  ,  supongo .  en ocaciones que esto es normal ya que .  expresas más emociones con .  personas .  que estimas  que con el resto de la sociedad .  .  La verdad .  es que trato de cambiar este defecto en mi ,  soy muy voluble para .   los que me conocen bien .  ,  pero es que me apego tanto a los sentimientos ,   creo .  que es lo que más me importa .  y estoy mal en ello .  ya que quiero como de cierta  que .  todo  sea  con   "" amor ""   para que este bien .     Esto conyeba  a  que .  muchas decisiones en los ultimos  .  6 años .  las he realizado .  de cierta manera .  para mi ,   pero .   resulta que aún  así no estoy bien emocionalmente .  pero seguir adelante con mis estudios de cierta manera me fortalece .   y  quiero aprender más  como por ejemplo a escribir  mejor ya .  que ni esta redacción es buena .       Sin más  por el momento ,  gracias por esta encuesta  al menos a mi me sirve este tipo de cosas  para depurarme"," Tengo un mal caracter MISSPELLED  ,  me suelo enojar muy pronto ,  pero ,  solo con personas cercanas  a mi MISSPELLED  ,  con esto .  demuestro que me contradigo ya que con personas que no conosco MISSPELLED  . · soy amable ,  respetuosa .  ,  supongo .  en ocaciones MISSPELLED que esto es normal ya que .  expresas más emociones con .  personas .  que estimas  que con el resto de la sociedad .  .  La verdad .  es que trato de cambiar este defecto en mi ,  soy MODIFICATION muy voluble para .   los que me conocen bien .  ,  pero es TOGETHER que me apego tanto a los sentimientos ,  ELIMINATION ELIMINATION creo .  que es lo que más me importa .  y estoy mal en ello .  ya que quiero como de cierta  que .  todo  sea  con   "" amor ""   para que este bien .     Esto conyeba MISSPELLED  a  que .  muchas decisiones en los ultimos MISSPELLED  .  6 años .  las MODIFICATION he realizado .  de cierta manera .  para mi ,   pero .   resulta que aún  así no estoy bien emocionalmente .  pero seguir adelante con mis estudios de cierta TOGETHER manera me fortalece .   y  quiero aprender más  como por ejemplo a escribir  mejor ya .  que ni esta redacción es buena .       Sin más  por el momento ,  gracias por esta encuesta  al menos a mi me sirve este tipo de cosas  para depurarme"," Tengo un mal carácter  ,  me suelo enojar muy pronto ,  pero ,  solo con personas cercanas  a mí  ,  con esto .  demuestro que me contradigo ya que con personas que no conozco  . · soy amable ,  respetuosa .  ,  supongo .  en ocasiones que esto es normal ya que .  expresas más emociones con .  personas .  que estimas  que con el resto de la sociedad .  .  La verdad .  es que trato de cambiar este defecto en mi ,  soy  muy voluble para .   los que me conocen bien .  ,  pero es  que me apego tanto a los sentimientos ,    creo .  que es lo que más me importa .  y estoy mal en ello .  ya que quiero como de cierta  que .  todo  sea  con   "" amor ""   para que este bien .     Esto conlleva  a  que .  muchas decisiones en los últimos  .  6 años .  las  he realizado .  de cierta manera .  para mi ,   pero .   resulta que aún  así no estoy bien emocionalmente .  pero seguir adelante con mis estudios de cierta  manera me fortalece .   y  quiero aprender más  como por ejemplo a escribir  mejor ya .  que ni esta redacción es buena .       Sin más  por el momento ,  gracias por esta encuesta  al menos a mi me sirve este tipo de cosas  para depurarme",0,1,1,0,0
DSC_0034,"Soy una persona algo anciosa MISSPELLED y tomo pastillas para controlar  mi  ansiedad ,  he ido al psiquiatra debido  a  ésto MISSPELLED  y he intentado lastimarme  pero  nunca  lo  consigo ,  me gusta reir MISSPELLED mucho  ,  tengo una familia <IN : muy> amorosa  pero  un hermana mía   murió  antes  de nacer y  me sigue causando  pesadillas . ","Soy una persona algo anciosa y tomo pastillas para controlar  mi  ansiedad ,  he ido al psiquiatra debido  a  ésto  y he intentado lastimarme  pero  nunca  lo  consigo ,  me gusta reir mucho  ,  tengo una familia <IN : muy> amorosa  pero  un hermana mía   murió  antes  de nacer y  me sigue causando  pesadillas . ","Soy una persona algo anciosa MISSPELLED y tomo pastillas para controlar  mi  ansiedad ,  he ido al psiquiatra debido  a  ésto MISSPELLED  y he intentado lastimarme  pero  nunca  lo  consigo ,  me gusta reir MISSPELLED mucho  ,  tengo una familia <IN : muy> amorosa  pero  un hermana mía   murió  antes  de nacer y  me sigue causando  pesadillas . ","Soy una persona algo ansiosa y tomo pastillas para controlar  mi  ansiedad ,  he ido al psiquiatra debido  a  esto  y he intentado lastimarme  pero  nunca  lo  consigo ,  me gusta reír mucho  ,  tengo una familia <IN : muy> amorosa  pero  un hermana mía   murió  antes  de nacer y  me sigue causando  pesadillas . ",0,0,1,0,1
DSC_0035,"Tengo una buena relación con mi familia (hermanos ,  padres ,  tíos y primos maternos) somos unidos y siempre nos apoyamos .  Nos gusta pláticar MISSPELLED mucho .  En reuniones o fiestas es muy padre porque todos somos muy alegres . ","Tengo una buena relación con mi familia (hermanos ,  padres ,  tíos y primos maternos) somos unidos y siempre nos apoyamos .  Nos gusta pláticar mucho .  En reuniones o fiestas es muy padre porque todos somos muy alegres . ","Tengo una buena relación con mi familia (hermanos ,  padres ,  tíos y primos maternos) somos unidos y siempre nos apoyamos .  Nos gusta pláticar MISSPELLED mucho .  En reuniones o fiestas es muy padre porque todos somos muy alegres . ","Tengo una buena relación con mi familia (hermanos ,  padres ,  tíos y primos maternos) somos unidos y siempre nos apoyamos .  Nos gusta platicar mucho .  En reuniones o fiestas es muy padre porque todos somos muy alegres . ",1,1,0,0,1
DSC_0036,"Tengo una hermana y un hermano con los que me llevó MISSPELLED bien  ,  siempre cuando nos invitan a un lugar vamos juntos .  Tambien MISSPELLED somos muy cercanos a mis papas MISSPELLED  ,  nos MODIFICATION gusta salir a pasear con ellos","Tengo una hermana y un hermano con los que me llevó bien  ,  siempre cuando nos invitan a un lugar vamos juntos .  Tambien somos muy cercanos a mis papas  ,  nos gusta salir a pasear con ellos","Tengo una hermana y un hermano con los que me llevó MISSPELLED bien  ,  siempre cuando nos invitan a un lugar vamos juntos .  Tambien MISSPELLED somos muy cercanos a mis papas MISSPELLED  ,  nos MODIFICATION gusta salir a pasear con ellos","Tengo una hermana y un hermano con los que me llevo bien  ,  siempre cuando nos invitan a un lugar vamos juntos .  También somos muy cercanos a mis papás  ,  nos  gusta salir a pasear con ellos",0,0,0,1,0
DSC_0037,"  Tengo 18 años  ,  estudio en la UAM - C pero soy de Morelos ,  por lo que rento  .  cerca de la escuela ;     Quiero estudiar la carrera de Artes Visuales a la por de la de Humanidades ;  mis papás nos apoyan en todo a mi hermano MODIFICATION y a mi","  Tengo 18 años  ,  estudio en la UAM - C pero soy de Morelos ,  por lo que rento  .  cerca de la escuela ;     Quiero estudiar la carrera de Artes Visuales a la por de la de Humanidades ;  mis papás nos apoyan en todo a mi hermano y a mi","  Tengo 18 años  ,  estudio en la UAM - C pero soy de Morelos ,  por lo que rento  .  cerca de la escuela ;     Quiero estudiar la carrera de Artes Visuales a la por de la de Humanidades ;  mis papás nos apoyan en todo a mi hermano MODIFICATION y a mi","  Tengo 18 años  ,  estudio en la UAM - C pero soy de Morelos ,  por lo que rento  .  cerca de la escuela ;     Quiero estudiar la carrera de Artes Visuales a la por de la de Humanidades ;  mis papás nos apoyan en todo a mi hermano  y a mi",1,1,1,1,1
DSC_0030,"Nunca me desagrado MISSPELLED bailar cuando era pequeña ,  después entré a 5º grado de primaria ,  hasta este día estoy convencida de que no le agradaba a  mi maestra de danza en ese entonces  ,  me trataba diferente que a las otras niñas  ,  nunca me falto MISSPELLED al respeto  ,  pero me hacia MISSPELLED sentir extraña ,  ELIMINATION gracias a esto ,  me dejó de gustar la clase y bailar en particular ,  así que me cambié de clase de danza a música  "" ¿Que MISSPELLED podría pasar ?  ,  tal vez aprenda algo ""  pensé .   Gracias a esto encontré una de mis pasiones en la vida  ,  la música ,  gracias a una experiencia negativa . ","Nunca me desagrado bailar cuando era pequeña ,  después entré a 5º grado de primaria ,  hasta este día estoy convencida de que no le agradaba a  mi maestra de danza en ese entonces  ,  me trataba diferente que a las otras niñas  ,  nunca me falto al respeto  ,  pero me hacia sentir extraña ,  gracias a esto ,  me dejó de gustar la clase y bailar en particular ,  así que me cambié de clase de danza a música  "" ¿Que podría pasar ?  ,  tal vez aprenda algo ""  pensé .   Gracias a esto encontré una de mis pasiones en la vida  ,  la música ,  gracias a una experiencia negativa . ","Nunca me desagrado MISSPELLED bailar cuando era pequeña ,  después entré a 5º grado de primaria ,  hasta este día estoy convencida de que no le agradaba a  mi maestra de danza en ese entonces  ,  me trataba diferente que a las otras niñas  ,  nunca me falto MISSPELLED al respeto  ,  pero me hacia MISSPELLED sentir extraña ,  ELIMINATION gracias a esto ,  me dejó de gustar la clase y bailar en particular ,  así que me cambié de clase de danza a música  "" ¿Que MISSPELLED podría pasar ?  ,  tal vez aprenda algo ""  pensé .   Gracias a esto encontré una de mis pasiones en la vida  ,  la música ,  gracias a una experiencia negativa . ","Nunca me desagradó bailar cuando era pequeña ,  después entré a 5º grado de primaria ,  hasta este día estoy convencida de que no le agradaba a  mi maestra de danza en ese entonces  ,  me trataba diferente que a las otras niñas  ,  nunca me faltó al respeto  ,  pero me hacía sentir extraña ,   gracias a esto ,  me dejó de gustar la clase y bailar en particular ,  así que me cambié de clase de danza a música  "" ¿Qué podría pasar ?  ,  tal vez aprenda algo ""  pensé .   Gracias a esto encontré una de mis pasiones en la vida  ,  la música ,  gracias a una experiencia negativa . ",1,0,1,1,1
DSC_0031," Mi familia consta  por Papá y Mamá y 3 hermanos ,  soy la menor de los hijos .  Vivo en Ecatepec de Morelos . "," Mi familia consta  por Papá y Mamá y 3 hermanos ,  soy la menor de los hijos .  Vivo en Ecatepec de Morelos . "," Mi familia consta  por Papá y Mamá y 3 hermanos ,  soy la menor de los hijos .  Vivo en Ecatepec de Morelos . "," Mi familia consta  por Papá y Mamá y 3 hermanos ,  soy la menor de los hijos .  Vivo en Ecatepec de Morelos . ",0,0,0,0,0
DSC_0032,"Recuerdo aquella vez que fui a six flags ,  con mis amigos .  Era mi cumpleaños y decidí invitarlos para convivir de la manera más divertida en ese día .   Probamos varios juegos MODIFICATION unos más extremos que otros ,  nos faltó el sling shot ,  ese tiene un precio extra dentro del parque debido a que te pueden filmar ,  pasar el video y toda burocracia existente .   Un día grato para recordar ","Recuerdo aquella vez que fui a six flags ,  con mis amigos .  Era mi cumpleaños y decidí invitarlos para convivir de la manera más divertida en ese día .   Probamos varios juegos unos más extremos que otros ,  nos faltó el sling shot ,  ese tiene un precio extra dentro del parque debido a que te pueden filmar ,  pasar el video y toda burocracia existente .   Un día grato para recordar ","Recuerdo aquella vez que fui a six flags ,  con mis amigos .  Era mi cumpleaños y decidí invitarlos para convivir de la manera más divertida en ese día .   Probamos varios juegos MODIFICATION unos más extremos que otros ,  nos faltó el sling shot ,  ese tiene un precio extra dentro del parque debido a que te pueden filmar ,  pasar el video y toda burocracia existente .   Un día grato para recordar ","Recuerdo aquella vez que fui a six flags ,  con mis amigos .  Era mi cumpleaños y decidí invitarlos para convivir de la manera más divertida en ese día .   Probamos varios juegos  unos más extremos que otros ,  nos faltó el sling shot ,  ese tiene un precio extra dentro del parque debido a que te pueden filmar ,  pasar el video y toda burocracia existente .   Un día grato para recordar ",1,1,1,1,1
DSC_0033,"   La llegada inesperada de una hermana hace 1 año .    La oportunidad de estudiar la TOGETHER universidad  ,  acontecimiento emotivo y  de superación  para mi familia .  ","   La llegada inesperada de una hermana hace 1 año .    La oportunidad de estudiar la universidad  ,  acontecimiento emotivo y  de superación  para mi familia .  ","   La llegada inesperada de una hermana hace 1 año .    La oportunidad de estudiar la TOGETHER universidad  ,  acontecimiento emotivo y  de superación  para mi familia .  ","   La llegada inesperada de una hermana hace 1 año .    La oportunidad de estudiar la  universidad  ,  acontecimiento emotivo y  de superación  para mi familia .  ",1,1,1,0,1
DSC_0038,"Mi nombre es Jorge LASTNAME y padecí una enfermedad en la tiroides la cual me impidió seguir estudiando ,  al pasar por esa etapa me dí MISSPELLED cuenta que  quería ayudar a más personas como yo y por eso elegí estudiar biología .   ","Mi nombre es Jorge LASTNAME y padecí una enfermedad en la tiroides la cual me impidió seguir estudiando ,  al pasar por esa etapa me dí cuenta que  quería ayudar a más personas como yo y por eso elegí estudiar biología .   ","Mi nombre es Jorge LASTNAME y padecí una enfermedad en la tiroides la cual me impidió seguir estudiando ,  al pasar por esa etapa me dí MISSPELLED cuenta que  quería ayudar a más personas como yo y por eso elegí estudiar biología .   ","Mi nombre es Jorge LASTNAME y padecí una enfermedad en la tiroides la cual me impidió seguir estudiando ,  al pasar por esa etapa me di cuenta que  quería ayudar a más personas como yo y por eso elegí estudiar biología .   ",1,1,1,1,1
DSC_0039," Algo relevante en MODIFICATION mi vida es mi infancia ya que fue una etapa donde todo era posible ,  vivi MISSPELLED en compañia MISSPELLED de todo mi barrio  ,  amigos entre otros MODIFICATION  .  Esto fue algo donde aprendi MISSPELLED mucho y gracias a ello hoy se de muchas Cosas y consecuencias "," Algo relevante en mi vida es mi infancia ya que fue una etapa donde todo era posible ,  vivi en compañia de todo mi barrio  ,  amigos entre otros  .  Esto fue algo donde aprendi mucho y gracias a ello hoy se de muchas Cosas y consecuencias "," Algo relevante en MODIFICATION mi vida es mi infancia ya que fue una etapa donde todo era posible ,  vivi MISSPELLED en compañia MISSPELLED de todo mi barrio  ,  amigos entre otros MODIFICATION  .  Esto fue algo donde aprendi MISSPELLED mucho y gracias a ello hoy se de muchas Cosas y consecuencias "," Algo relevante en  mi vida es mi infancia ya que fue una etapa donde todo era posible ,  viví en compañía de todo mi barrio  ,  amigos entre otros   .  Esto fue algo donde aprendí mucho y gracias a ello hoy se de muchas Cosas y consecuencias ",1,1,1,1,0
DSC_0110,"Bueno , algo que recuerdo muy a menudo , fue el día en que asistí a un museo de historia natural en Puebla ,  ver TOGETHER animales disecados ,  conocer acerca de ellos ,  pero lo que más me impresionó fueron los fósile s MISSPELLED pertenecientes a algunos dinosaurios .  Podría decirse que eso m e MISSPELLED marcó , a partir de ese momento comencé a investigar mucho más sobre aquellas magnificas criaturas .  Y en general ,  se desarrolló mi amor por la historia .  Hasta la fecha el adquirir mucha más información de sucesos históricos , es muy emocionante e interesante para mí .  ","Bueno , algo que recuerdo muy a menudo , fue el día en que asistí a un museo de historia natural en Puebla ,  ver animales disecados ,  conocer acerca de ellos ,  pero lo que más me impresionó fueron los fósile s pertenecientes a algunos dinosaurios .  Podría decirse que eso m e marcó , a partir de ese momento comencé a investigar mucho más sobre aquellas magnificas criaturas .  Y en general ,  se desarrolló mi amor por la historia .  Hasta la fecha el adquirir mucha más información de sucesos históricos , es muy emocionante e interesante para mí .  ","Bueno , algo que recuerdo muy a menudo , fue el día en que asistí a un museo de historia natural en Puebla ,  ver TOGETHER animales disecados ,  conocer acerca de ellos ,  pero lo que más me impresionó fueron los fósile s MISSPELLED pertenecientes a algunos dinosaurios .  Podría decirse que eso m e MISSPELLED marcó , a partir de ese momento comencé a investigar mucho más sobre aquellas magnificas criaturas .  Y en general ,  se desarrolló mi amor por la historia .  Hasta la fecha el adquirir mucha más información de sucesos históricos , es muy emocionante e interesante para mí .  ","Bueno , algo que recuerdo muy a menudo , fue el día en que asistí a un museo de historia natural en Puebla ,  ver  animales disecados ,  conocer acerca de ellos ,  pero lo que más me impresionó fueron los fósile fósiles pertenecientes a algunos dinosaurios .  Podría decirse que eso m me marcó , a partir de ese momento comencé a investigar mucho más sobre aquellas magnificas criaturas .  Y en general ,  se desarrolló mi amor por la historia .  Hasta la fecha el adquirir mucha más información de sucesos históricos , es muy emocionante e interesante para mí .  ",0,0,0,0,0
DSC_0148,"El domingo fui a paRque México a jugaR Pokemon Go y vi muchos peRRitos de albeRgues en busca de un hogaR ,  me puse muy triste por ellos y tuve ganas de llevaRme muchos a mi casa ,  peRo no puedo poRque ya tengo mascotas y ya no tenemos espacio .  <D :  emoji cara triste>","El domingo fui a paRque México a jugaR Pokemon Go y vi muchos peRRitos de albeRgues en busca de un hogaR ,  me puse muy triste por ellos y tuve ganas de llevaRme muchos a mi casa ,  peRo no puedo poRque ya tengo mascotas y ya no tenemos espacio .  <D :  emoji cara triste>","El domingo fui a paRque México a jugaR Pokemon Go y vi muchos peRRitos de albeRgues en busca de un hogaR ,  me puse muy triste por ellos y tuve ganas de llevaRme muchos a mi casa ,  peRo no puedo poRque ya tengo mascotas y ya no tenemos espacio .  <D :  emoji cara triste>","El domingo fui a paRque México a jugaR Pokemon Go y vi muchos peRRitos de albeRgues en busca de un hogaR ,  me puse muy triste por ellos y tuve ganas de llevaRme muchos a mi casa ,  peRo no puedo poRque ya tengo mascotas y ya no tenemos espacio .  <D :  emoji cara triste>",1,1,1,0,0
DSC_0149,"  Me llamo Jennifer Paola  ,  soy originaria de Huitzuco  , un pueblo del estado de Guerrero· Cuando me vine a vivir a la Ciudad de México ,  fue un gran cambio  ,  porque no sabia MISSPELLED otilizar MISSPELLED los medios de transportes  , me desorientaba y algunas veces me perdí  , creó MISSPELLED que he mejorado un poco y en MISSPELLED tenido más confianza Para moverme en la ciudad·  Soy una Persona que le gusta hacer amistades  ,  me encanta bailar y conocer lugares·  Hay momentos en los que me siento un Poco insegura de mi misma ´ siento que no soy capaz de hacer las cosas   , el tener amistades me ha ayudado a superar esto·","  Me llamo Jennifer Paola  ,  soy originaria de Huitzuco  , un pueblo del estado de Guerrero· Cuando me vine a vivir a la Ciudad de México ,  fue un gran cambio  ,  porque no sabia otilizar los medios de transportes  , me desorientaba y algunas veces me perdí  , creó que he mejorado un poco y en tenido más confianza Para moverme en la ciudad·  Soy una Persona que le gusta hacer amistades  ,  me encanta bailar y conocer lugares·  Hay momentos en los que me siento un Poco insegura de mi misma ´ siento que no soy capaz de hacer las cosas   , el tener amistades me ha ayudado a superar esto·","  Me llamo Jennifer Paola  ,  soy originaria de Huitzuco  , un pueblo del estado de Guerrero· Cuando me vine a vivir a la Ciudad de México ,  fue un gran cambio  ,  porque no sabia MISSPELLED otilizar MISSPELLED los medios de transportes  , me desorientaba y algunas veces me perdí  , creó MISSPELLED que he mejorado un poco y en MISSPELLED tenido más confianza Para moverme en la ciudad·  Soy una Persona que le gusta hacer amistades  ,  me encanta bailar y conocer lugares·  Hay momentos en los que me siento un Poco insegura de mi misma ´ siento que no soy capaz de hacer las cosas   , el tener amistades me ha ayudado a superar esto·","  Me llamo Jennifer Paola  ,  soy originaria de Huitzuco  , un pueblo del estado de Guerrero· Cuando me vine a vivir a la Ciudad de México ,  fue un gran cambio  ,  porque no sabía utilizar los medios de transportes  , me desorientaba y algunas veces me perdí  , creo que he mejorado un poco y he tenido más confianza Para moverme en la ciudad·  Soy una Persona que le gusta hacer amistades  ,  me encanta bailar y conocer lugares·  Hay momentos en los que me siento un Poco insegura de mi misma ´ siento que no soy capaz de hacer las cosas   , el tener amistades me ha ayudado a superar esto·",1,1,1,1,1
DSC_0140,"A lo largo de la vida me eh MISSPELLED dado cuenta que mi familia es lo mejor que tengo , me a MISSPELLED apoyado bastante MODIFICATION para poder cumplir mis metas y asi MISSPELLED mismo me a MISSPELLED dado la libertad de expresión que merezco .  Ellos ahora estan MISSPELLED contentos de que este MISSPELLED estudiando la educación superior ,  quieren lo mejor de mi .  Muchas veces  siento no poder ayudar en los problemas economicos MISSPELLED que se presentan ,  pero al final pongo mi granita MISSPELLED de arena y  solucionamos problemas en TOGETHER conjunto . ","A lo largo de la vida me eh dado cuenta que mi familia es lo mejor que tengo , me a apoyado bastante para poder cumplir mis metas y asi mismo me a dado la libertad de expresión que merezco .  Ellos ahora estan contentos de que este estudiando la educación superior ,  quieren lo mejor de mi .  Muchas veces  siento no poder ayudar en los problemas economicos que se presentan ,  pero al final pongo mi granita de arena y  solucionamos problemas en conjunto . ","A lo largo de la vida me eh MISSPELLED dado cuenta que mi familia es lo mejor que tengo , me a MISSPELLED apoyado bastante MODIFICATION para poder cumplir mis metas y asi MISSPELLED mismo me a MISSPELLED dado la libertad de expresión que merezco .  Ellos ahora estan MISSPELLED contentos de que este MISSPELLED estudiando la educación superior ,  quieren lo mejor de mi .  Muchas veces  siento no poder ayudar en los problemas economicos MISSPELLED que se presentan ,  pero al final pongo mi granita MISSPELLED de arena y  solucionamos problemas en TOGETHER conjunto . ","A lo largo de la vida me he dado cuenta que mi familia es lo mejor que tengo , me ha apoyado bastante  para poder cumplir mis metas y así mismo me ha dado la libertad de expresión que merezco .  Ellos ahora están contentos de que esté estudiando la educación superior ,  quieren lo mejor de mi .  Muchas veces  siento no poder ayudar en los problemas económicos que se presentan ,  pero al final pongo mi granito de arena y  solucionamos problemas en  conjunto . ",0,1,0,1,0
DSC_0141,"Nunca fui el tipo de niño que se portó bien y siempre tuvo lo que quiso  , hace unos años era indisciplinado y rebelde  ,  hasta que mis padres se separaron y fue momento de entrar en razon MISSPELLED  ,  comence MISSPELLED a estudiar de forma correcta  ,  hace un par de años comence MISSPELLED a trabajar para apoyar a mi familia  ,  y hoy estoy cumpliendo mi mayor sueño  .   Gracias  a  experiencias asi MISSPELLED me di cuenta de lo que realmente quiero y vale la pena tener .  ","Nunca fui el tipo de niño que se portó bien y siempre tuvo lo que quiso  , hace unos años era indisciplinado y rebelde  ,  hasta que mis padres se separaron y fue momento de entrar en razon  ,  comence a estudiar de forma correcta  ,  hace un par de años comence a trabajar para apoyar a mi familia  ,  y hoy estoy cumpliendo mi mayor sueño  .   Gracias  a  experiencias asi me di cuenta de lo que realmente quiero y vale la pena tener .  ","Nunca fui el tipo de niño que se portó bien y siempre tuvo lo que quiso  , hace unos años era indisciplinado y rebelde  ,  hasta que mis padres se separaron y fue momento de entrar en razon MISSPELLED  ,  comence MISSPELLED a estudiar de forma correcta  ,  hace un par de años comence MISSPELLED a trabajar para apoyar a mi familia  ,  y hoy estoy cumpliendo mi mayor sueño  .   Gracias  a  experiencias asi MISSPELLED me di cuenta de lo que realmente quiero y vale la pena tener .  ","Nunca fui el tipo de niño que se portó bien y siempre tuvo lo que quiso  , hace unos años era indisciplinado y rebelde  ,  hasta que mis padres se separaron y fue momento de entrar en razón  ,  comencé a estudiar de forma correcta  ,  hace un par de años comencé a trabajar para apoyar a mi familia  ,  y hoy estoy cumpliendo mi mayor sueño  .   Gracias  a  experiencias así me di cuenta de lo que realmente quiero y vale la pena tener .  ",0,1,1,0,1
