tweet,hate_speech,offensive_language,neither
she think she bad but my bitch meaner,0,1,0
she threw that pussy in a circle i wanted her to throw it in a pentagon tho,0,1,0
she told me that she love me i looked at and said bitch stop,0,1,0
she told me trust no bitches and watch yo homies,0,1,0
she trash tho,0,0,1
she tried to get you to rob the wop but now the bitch in critical,0,1,0
she unfollowed me after i said i cried watching dawn of the apes lmaoo,0,0,1
she used to fuck wit a ap too shortsaid he know that bitch from way back,0,1,0
she wanna talk shit but then have a friendship fuck you bitch and i hope u offended,0,1,0
she was like ima need you to write a statement bitch write yourself a diet it is always the old people trying to snitch bitch,0,1,0
she wonder why im into her when all these hoes be into me,0,1,0
she s the key to world peace hippo is such a pussy magnet gawd,0,1,0
she is a dumb bitch should have just said no extra shit unnecessary lol relationship goals,0,1,0
she is aint being a bitch she is just tired of your bullshit her attitude towards you is based upon how you treat her,0,1,0
she is definitely a kardashian bird,0,0,1
she is just mad cuz her big toe looks like an angry bird haha,0,0,1
sheehey back door cuts still go un guarded iu hoosierhoops hoosiers,0,0,1
sheeple just like those racist sexist teabaggers who just elected these two old white men,1,0,0
shiit drops you a couple extra dollars on that hoe get her a brazilian gotsta spend money to make money,0,1,0
shine on them hoes,0,1,0
shine on them hoes let em know that you run shit,0,1,0
shine on them hoes let em know you run shit,0,1,0
shirley temple was a bad bitch when she was my age as well,0,1,0
shit i have stalkers and obsessed bitches and crazy ex bitches after me my life is wonderful,0,1,0
shit is fucking retarded no one wants to see this shit,0,1,0
shit is trash,0,1,0
shit that seth says it is fatter than my cunt,0,1,0
shit where the gay bitches at come be witcha girl tonight,0,1,0
shittin on all my old hoes,0,1,0
shoot dat nigga n his shordy bitch,0,1,0
shoot dice let yo hoe fade me,0,1,0
shoot out wit yo niccas you da type to throw da pistol,0,1,0
shoot that nigga his shorty bitch,0,1,0
shoot that nigga an his shorty bitch,1,0,0
shoot you and your shorty bitch,0,1,0
short answer yes sage grouse rebellion will obama use two small birds to limit oil drilling in the west,0,0,1
shot out to my main bitches and my side bitches,0,1,0
should oscar go to or computer that turned him into an ape no the computerscience major movie,0,0,1
should i be worried that a lady behind my building is talking to a crow,0,0,1
should i expect good pussy or good but not good for you pussy from a tampico drinker,0,1,0
should i take a nap though too kill a mocking bird or nah,0,0,1
should i tell this hoe who she look like cdfuu,0,1,0
shoulda put retard mikey on ahs freakshow,0,1,0
should not be living stank pussy should never be ate,0,1,0
shout out to babes love that bitch,0,1,0
shout out to everyone that puts up with my retarded ass i appreciate it,0,1,0
shout out to you ungrateful inconsiderate bitches i am taking this shot for you yea you,0,1,0
shoutout to brooklyn and this gal gas on my way to atlantic to mess with ghetto girls working at target now,0,1,0
shoutout that real bitch,0,1,0
shoutout to my mamma cause she is not raise no hoe,0,1,0
shoutout to this bitch for unfollowing me like i did not noticed you like my pics just to unlike them,0,1,0
shoutouts to my main bitches my side bitchess,0,1,0
shouts out to all my goth bitches,0,1,0
shouts out to my down ass bitches who never give a nigga a hard time,0,1,0
show last night was badass thanks to everyone who came out if you did not come out you are a retard unless you were at cock sparrer,0,1,0
shower rod that hoe,0,1,0
shreks on bitches,0,1,0
shrug maybe it is a canadian bitch thing,0,1,0
shut the fuck up and quit being such a pussy hahahah,0,1,0
shut the fuck up you fucking cunt,0,1,0
shut the fuck up i sent my sister a picture of a mini brownie and she was like is that a shroom like i wish,0,1,0
shut up birds it is bed time,0,0,1
shut up bitch i was not gonna roast,0,1,0
shut up bitch swallow,0,1,0
shut up bitch you beat off to your sister,0,1,0
shut up bitch i am trying to sleep,0,1,0
shut up faggot,1,0,0
shut up hoe,0,1,0
shut yo new year new me lookin ass up bitch,0,1,0
shut yo mesquito lookin ass up poped bitch,0,1,0
shutup faggot to fumble took them a while,0,1,0
shy girls,0,0,1
shy glizzy sound dumb as shit you know nothing bout medellin,0,1,0
shy singer surprises and melts simons heart this was so damn beautiful i almost cried,0,0,1
shylock wongs incidents of democrat bigotry in weeks media mum via,0,0,1
shylock wongs incidents of democrat bigotry in weeks media mum via,0,0,1
shyt b pissing me off ugh i cannot stand bitches like that smh,0,1,0
shyyt hours is not no hoe this fulltime hr plus overtime and benefits sounds real good to me,0,1,0
sick of hearing ap kids bitch about their oh so poor gpa no one cares,0,1,0
sick of your coon antics accuracy henny water,1,0,0
side bitches are basically new relationships started an addition to the problems you already have with your primary woman,0,1,0
side hoes need rounds too they always play stupid hoe song back to back,0,1,0
sierra almost got caught with the ole hick,0,0,1
sighs of relief from beijing guoan fans china is govt as club nips japanese rival in tense match football,0,0,1
sike naw i love big smelly hoes doe,0,1,0
silly bitch shit never sleeps huh,0,1,0
simple minded hoe,0,1,0
simply cani deal with a confrontation so i just back away when cunts get aw nasty towards me changed a lot in the past few years tbh,0,1,0
sinai jihadi group beheads accused of being spies of the jews via,0,0,1
since a lot of you lil bitches wanted to add the hashtag into all my tweets i will do that shit back,0,1,0
since a youngin bitch we been them niggas,0,1,0
since bitches love callin me by my ex girlfriends names so much ima start callin them the names of niggas they fucked,0,1,0
since cats lick themselves all the time they should be great at eattin pussy,0,1,0
since my girl like to argue i sent that bitch to law school,0,1,0
since niggaz is throwing subs on this but that same nigga lame nigga bitches was getting fucked by other,0,1,0
since you gave me the pussy that ass getting fatter,0,1,0
since you hoes wanna be childish,0,1,0
single colored man looking fo a single white woman fat ok i am nigga,0,1,0
single like a dollar fucking bitches like im slater aww mane,0,1,0
siri is terrible cunt,0,1,0
sis said go to sleep i said bitch it is our b day i is not sleeping,0,1,0
sit on my face m u a h before i eat da pussy i say my grace,0,1,0
sit the fuck down bitch stfu y all act like it doesn t get cold in denver,0,1,0
sitting alone watching white chicks no pants fuzzy blankets tea turn up,0,0,1
sitting at the bar at work watching walking dead and all these fucking wetbacks decide to come in turn on their spic music jesus christ,1,0,0
sitting on the deck enjoying a stoneipa watching smelling the neighbors burn trash missouri,0,0,1
sitting on the deck enjoying a stoneipa watching smelling the neighbors burn trash missouri,0,0,1
sitting up here next to the neighborhood crazy bitch she keeps randomly busting out laughing,0,1,0
sixten just shoved like oreos down his throat,0,0,1
skinny girls be having that gotta go a couple rounds pussy,0,1,0
skippin spanish class the rest of this week fuck dat bitch,0,1,0
skippy and the kats fezbandname,0,0,1
skylar needs to go back to clarenceville he taking all the hoes,0,1,0
slack jawed yokel husband,0,0,1
slap a hoe with a rusty axe ash my blunts on her ass,0,1,0
slap my hoes with a rake fake make great cake illuminati,0,1,0
slap the bitch is fun didnt know beer wasnt that bad,0,1,0
slaw ass team time to start dat bitch ova,0,1,0
slide in that hoe dm is like,0,1,0
slide in the pussy like a surfboard,0,1,0
slide in your bitch dms like,0,1,0
slim hines lil bruda ainn bout it bitch how yu figure,0,1,0
slim niggah but you know i love em thick,0,1,0
sloppy ignorance in all my pockets come here lil bitch i want sloppy toppy,0,1,0
sloppy ignorance in all my pockets come her lil bitch i want sloppy toppy,0,1,0
slowbros over hoes,0,1,0
slut i is not playin go find a white crayon and color a fuckin zebra,0,1,0
slut ass queen bee bitch,0,1,0
slut opp thot hoe,0,1,0
sluts and hoes are needed respect their services,0,1,0
smack these hoes on they ass like we birthed these bitches,0,1,0
smashed a werewolf chick and thought she was related to so i felt guilty but then later discovered he did not know the ho,0,1,0
smellin good bitches wanna hug me,0,1,0
smfh trash slow as fuck cant even get a nike release on that,0,1,0
smfh boy you sound just like them hoes idk why everybody be hating on the puerto rican princess,0,1,0
smh its not bitches its bitch ass niggahs,0,1,0
smh hate that hoe,1,0,0
smh ma niggah,0,1,0
smh queer,1,0,0
smh u niggers ur music knowledge,1,0,0
smh you dreamed i was a faggot wow my dream lmfao start from the bottom up,0,1,0
smh go play dreamcast hate playing with someone at home on that trash ass default broadcast cam camera is the goat,0,1,0
smile at the bitches who hate you,0,1,0
smile at the hoes who hate you,0,1,0
smoke good weed with a bad bitch,0,1,0
smoke good weed with bad bitch and give a good girl bad habits,0,1,0
smoke sesh niggah what u mean,0,1,0
smoke sum bitch,0,1,0
smoke summ bitch,0,1,0
smoke wit a bitch in nap and let her play music i bet she turn on boosie or some slow shit,0,1,0
smokin on loud that will have yo ass panicking but wwn you show up all the hoes start vanishing,0,1,0
smokin stuntin riding round town wit a bitch so bad but she do not mean nothing,0,1,0
smoking brooklyn got me high as giraffe pussy,0,1,0
smuggled letter by gaza tunnel digger details suffering under hamas rule via,0,0,1
smurf a real cat bitch,0,1,0
snakes slithered in they coil these hoes is not loyal,0,1,0
snapchat me bitches,0,1,0
sneaky hoes,0,1,0
snoop with the hoes,0,1,0
so i already do not fuck with dude but i be nice and i am humoring him but this bitch crossed a line first of motherfucking all,0,1,0
so i decided to drive to the good walmart where the colored folks do not go bc it is food here,1,0,0
so i figure out why i have been a bitch lately,0,1,0
so i guess i want to be ghetto my dad was poor not in morals or in standards my grandfather was poor he was great man tho,0,1,0
so i guess i am on snapchat now so snapchat me bitches danvii no idea,0,1,0
so i guess all girls are psycho bitches and dgaf these days smh y all are dumb do not even know what psycho is tf outta here,0,1,0
so i had to spray this huge ass wasp nest outside my backdoor maan them bitches were mad as fuck,0,1,0
so i keep cool but in the back of my mind i am like did des hoes just come on my mf porch like ik dem,0,1,0
so i made hey as a short cut for pussy lips in ann is phone,0,1,0
so i seen this sweater its flashy i wanna get it i gotta get it it say my boyfriend is my bitch with some puppies,0,1,0
so i swore my school was closed but that bitch is open and i am home,0,1,0
so i we gotta find a new house because the land lord being a bitch but we getting a waay better house so it is all good lol,0,1,0
so i am at tedgibson and ted is getting his hair colored right beside me heey,0,0,1
so i have been pretty paranoid about the cooling weather bringing about an abundance of birds in austin nyc and philadelphia,0,0,1
so politico says rney will win and then goes after gallup for doing the same thing lmao at you teabaggers morningjoe,0,0,1
so sterling bitch gotta he a hoe aye she paid and you are mad dont blame the bitch she half black,0,1,0
so am i the only cracker up playing his guitar thank you on this saturday night,0,0,1
so apparently me eric fucced i be just fuccing every nigga great but y all bitches not whoppin talkin behind blocced twitters,0,1,0
so at work today i got called a cracker ass bitch lol,0,1,0
so basically i reflected a lot on how for now i make fire my bitch day to day,0,1,0
so bitch shoot me a look it better be a blank stare or get shanked in the pancreas,0,1,0
so buy another round they tried to shut us down bout an hour ago but we still in this bitch early not late follow,0,1,0
so excited for this white trash bash party tonight,0,1,0
so excited for tomorrow saturday then just being a lazy bitch on sunday,0,1,0
so far i have only seen bad bitches talkn bout mansion lan wtf is up,0,1,0
so far today every time i try to load an article from the blaze on twitter the site crashes wtf is selibus doing now the cunt,0,1,0
so fucking thirsty for a championship that they welcome a fucking traitor with open arms haha fucking no heart ass pussy organization,0,1,0
so ghetto,0,1,0
so glad i found a good girl and do not have to deal with these wild ass hoes they have nowadays ratchets,0,1,0
so i bought condoms for my party at rite aid and the lady gave me a dirty look just now i came back and bought trash bags imagineherface,0,0,1
so if i had dreads tattoos and a beard id get all the bitches,0,1,0
so if a girl gets drunk and does some hoe shit it is rape now,0,1,0
so is the term wigger if someone chooses to listen to hip hop and act a certain way it is cause of his interests not race,0,1,0
so jealous of my parents and bryce gone to rednecks with paychecks for the weekend i should have gone,0,1,0
so jus do not be faithful cus u never kno what your bitch doing lmao,0,1,0
so just chill hoe,0,1,0
so let is see what you look like in the am without the filters and colored contact lenses your followers are dying to know,0,0,1
so many bitches in one sentence fixitjesus,1,0,0
so many bitches think they are so much hotter than they are,0,1,0
so many hoes whipped you would have thought we were still in slavery,1,0,0
so many shady bitches the secret thirst is alive,0,1,0
so many weird people in the ghetto at this time,0,0,1
so much for ucla being the team to beat they are trash,0,0,1
so much more going on but hypocrisy does not sit well with me my redneck family from central illinois more black then bieber,0,0,1
so much white trash at this demo derby,0,1,0
so my coworker is yellin at my other coworker and i so i am like who you talkin to cuz it is not me then she wanna bktrack like no bitch,0,1,0
so my daughter seen charlie villanueva questions on,0,0,1
so my dumb ass screams fuck the redskins in this big ass echo filled parking garage,0,1,0
so my light was off door was closed mom walks in turn lights on tells me to take trash out in the morning then walked out light on,0,0,1
so my mom told me she put my drug paraphernalia in the trash the shitty life of a stoner with a cop mom im pretty upset,0,1,0
so niggas wanna be bitches and shit wearing flowers and shit smh y all niggas gay,0,1,0
so niggers really believe phelps just smokin on a regular huh tell me now i will log off for the night,1,0,0
so now is not nobody got a type you all like bad bitches huh well why yo baby momma never mind,0,1,0
so now been trill is trash cus asap said so ok,0,0,1
so now he wanna lie he is a fuccing joke ajay gotta whole bitch but oml trynna argue wit me shit like fir what boi,0,1,0
so people here donate plasma to feed their drug addiction i donate because i get money and i save lives whaddup bitches,0,1,0
so pissed i forgot that saiyan bitches infio she gave ne her ig tioo fuck,0,1,0
so real it is unreal lol yankees worldseries mlb,0,0,1
so scared for orientation i hate meetin new people they are gonna think im this quiet girl but really im the craziest bitch they will ever meet,0,1,0
so sick of you fake ass hoes,0,1,0
so some bitch flipped me off for letting her infront of mee okay,0,1,0
so some pussy do not cream when they cum,0,1,0
so the flash pops is the dawson pops i think he mighta actually killed the mom cuz gail was a lying cheating bitch,0,1,0
so this dumb bitch had an opinion bout wtf i post on my instagram the time it took to write a post,0,1,0
so tired but mom is making me stay up until she is finished drinking another beer she better chug that shit,0,1,0
so to the fat toothless sack chasing bitch that just yelled at me from her busted ass van window fuck off and get a real job,0,1,0
so toodles to you bitches goodnight,0,1,0
so was chris brown talking bout hisself when he said these hoes is not loyal,0,1,0
so we are not even two full games into the season and the fairweather whining is already in full effect yankees,0,0,1
so weird how the word cunt is offensive in other countries yet in this country it is a reference to somebody like who is this cunt,0,1,0
so what if she a hoe in her city if she make you happy move her to montana and be happy for the rest of y all days,0,1,0
so yall give farwells to lulu yet did all but shit on kris ok bitches ok,0,1,0
so yall hoes still surfboard n in the tub or nah,0,1,0
so yesterday i ran into a dude i went to high school with he used to be skinny as hell now omg same fucker who slit my tires years ago,0,1,0
so you do not want to see the true life story of american heroes bizzy lazy krayzie wish you wanna watch hillbillies shoot pumpkins,0,0,1
so you females feel like it is ok to dress like a hoe smh i just hope i do not have a daughter please god,0,1,0
so you still do not suck dick or eat pussy in,0,1,0
so brony folk far and wide are throwing bitch fits over equestriagirls i must be the only one who is not it looks interesting to me,0,1,0
so i can get into something closely approximating the full bird of paradise yoga pose time to make my ragdoll cosplay,0,0,1
so about this flappy bird game then,0,0,1
so are the olympics over in brazil yet or what i mean yay sports what stop looking at me like what are you queer goredskins,0,1,0
so hello kitty is really a chicken boo bitch,0,1,0
soap i wish some pussy tho what does your beard smell like,0,1,0
social media post about rival social media app i shall never let the word edited appear next to my facebook status double read it bitch,0,1,0
social networks will ruin a bitches game,0,1,0
sock the pussy like i am vegeta,0,1,0
soetoro obama is moving the country forward w his vision his vision is to downsize our oppressive country and get even w whitey war,1,0,0
soft niccas usually send the hate thru the bitches jealous instagram niccas hatin on ya pictures,0,1,0
soft niggas usually send the hate threw the bitches,0,1,0
sold weed to a bitch who is gonna be a lawyer bet she will have a niggas back,0,1,0
sombody bring me some pussy,0,1,0
some do not cross me bitches,0,1,0
some army females just bitch about everything,0,1,0
some douche cubs redneck cubs fan freaked out asking if bites no you bloody berk he is like the,0,0,1
some jihadi posted a bio of the isis boss mr awad with excellent sociological info cannot thank him her enough for the gift,0,0,1
some are oval and some are pink some are blue and some are just yellow,0,0,1
some bitch niggas in drumlin just sprayed me with water and ran away fucking pussies,0,1,0
some bitches are relentless you can curve her a hundred times and she still wants the dick,0,1,0
some bitches barely respect themselves,0,1,0
some bitches curve game be too serious,0,1,0
some bitches just have no luck with men lmao maybe you are the problem sweetheart it cannot all be our fault lol,0,1,0
some bitches need to get a life,0,1,0
some bitches truly is not shit,0,1,0
some black people live in an entirely different world where everything is peaches and cream apparently take off the rose colored glasses,0,0,1
some call it trickn i call it hangn out ima handle my business n knock dat pussy out,0,1,0
some croquettes for you hoes,0,1,0
some girls think being a bitch and having an attitude is attractive who tf made you think that,0,1,0
some guy at orientation got asked what his top favorite music artists are and the first thing this bitch said was usher,0,1,0
some ho hitting on my wife lol,0,1,0
some hoes that tweet just make me mad lol,0,1,0
some lying ass hoes lol,1,0,0
some movies are made to facilitate dudes to pick girls up think out side the box lil nigguh,0,1,0
some niggah said sugapuss to me lastnight,0,1,0
some niggahs save hoes i aint that heroic,0,1,0
some niggas beat a bitch to get a point across some mentally fuck w her some just ignore it,0,1,0
some niggas save hoes,1,0,0
some of the ice melted in my car cause the dumb fuck at decided he wanted to strike up a conversation wit a fat ugly bitch smfh,0,1,0
some of these hoes are loyal,0,1,0
some of these hoes deserve a kick in their vagina lucky i aint tryna loose my shoe,0,1,0
some of these hoes need to hop off those high horses they seem to be riding,0,1,0
some of these hoes out here for everybody,0,1,0
some of these hood negros do not deserve bail money the way they be visiting jail,1,0,0
some of these niqqa a straight pussy whipped,0,1,0
some of these sex gifs are fucking retarded,0,1,0
some of y all females undercover hoes,0,1,0
some of yall gorgeous women is not so gorgeous when we realize you got a ugly bitch attitude,0,1,0
some of yall just popular cuz of yall name these bitches be ugly,0,1,0
some of you bitches are dumbb,0,1,0
some of you girls should be wifey for halloween since some of y all been hoes all year,0,1,0
some people are bitch ass niggas you should just stay far away from,0,1,0
some people are so constantly pessimistic it is so unattractive like if you have that much to bitch about why do not you start changing,0,1,0
some rednecks just raced down the freeway e,0,1,0
some thots will just never learn goo awaay hoe,0,1,0
some women are straight bitches,0,1,0
somebody couldve been like aye man you dropped your money but noo fucking broke faggots selfish bastards i hate yall,1,0,0
somebody help her bitch nigga bye you just want something to say,0,1,0
somebody please choke that fucking retard that keeps yelling mashed potatoes what a tool pgachampionship,1,0,0
somebody tell these niggas i ama keep fuckin they hoes i ama keep rockin these shows,0,1,0
somebody tell these pussy niggas i got em,0,1,0
somebody tell these pussy niggas i got em i got em,0,1,0
somebody toss this bitch a dasani or something gurl is thirsty,0,1,0
someone at my household wants to die i get all excited to enjoy a couple of oreos but someone left only one one friggin oreo,0,0,1
someone bitch slap me into the lake if you see me on fb tomorrow i suspect my hard core gop friends will be all over this,0,1,0
someone came up told me that i pulled hoes today i was pissed just because thats so fucking false that its sad,0,1,0
someone come take these brownies away from me before i eat the whole pan,0,0,1
someone needs to get this boring nike fag off the stage,0,1,0
someone please bring me goldfish crackers,0,0,1
someone probably told him god was trash,0,0,1
someone should explain to blake griffin that talking trash to an opposing string is unbecoming even amongst clippers,0,0,1
someone shut this beaner up please,1,0,0
someone tell his dreads are part of the uniform i would pull your hair too why are you trash talking cut your doodoo braids,0,0,1
someone tell me where the drinks at where the bitches at you fucking on the first night meet me in the back game,0,1,0
someone tell the royals to stay home there trash,0,0,1
someone tell this bitch to stfu,0,1,0
someone tell this hoe to turn on lion king,0,1,0
someone told iggy azalea she stunk as a child cause this bitch still upset yo it is not even that deep,0,1,0
someone is mother called me a handsome buff yellow thang last night my ego was temporarily elevated and was dying lol,0,0,1
something funny here control your excitement sir lets goo teena bitch,0,1,0
something like a perfectionist even check my horoscope bitch,0,1,0
sometime i wish i was not colored,0,1,0
sometimes i feel like being really nice to everyone then i am just like wait you are all bitches anyway soo,0,1,0
sometimes i just want someone to bitch to about a shitty day,0,1,0
sometimes i wake up on the ceiling the floor outside near a trash can on your mom in hollywood somewhere in a ally somewhere,0,1,0
sometimes i wish i had a cute pet monkey but then i remember it would probably defecate everywhere beat me up and destroy my house,0,0,1
sometimes a bitch needs to struggle to get where she going sometimes some shit just an extra,0,1,0
sometimes females are just fucking retarded bro i swear i just want to kick y all in the ovaries,0,1,0
sometimes ppl stay married cuz it is convenient when u constantly bitch complain sleep in separate rooms it is time to reevaluate,0,1,0
sometimes u gotta knock a nicca out tho ijs freecb,0,1,0
sometimes you do not wanna fuck the bitch but her head so good you end up fucking,0,1,0
sometimes you gotta block a bitch because damn they annoying,0,1,0
sometimes you gotta settle for an average lookin bitch wit a good personality just to prevent yourself from gettin cheated on,0,1,0
sometimes even i gotta tell these hoes to grow up smh,0,0,1
son of a bitch,0,1,0
son of a bitch thunder,0,1,0
son of a bitch i cannot wait till baseball is back americaspasttime,0,1,0
son of a bitch,0,1,0
son why is our mail lady so ghetto,0,1,0
sone of y all bitches need morning glory milk baths,0,1,0
sonnen is a faggot,1,0,0
sonoma county cannot handle the gutto style straight up north bay is pussies forever,0,1,0
soon will be to fuck backtrack and i cannot wait because fuck those faggots,1,0,0
soon as da money gon dem bitches leavin you get locked up she is not gon visit ya neither,0,1,0
soo my first aid cpr certification came in handy tonight glad i did not lose my monkey,0,0,1
soo true but i am the pussy monsta,0,1,0
sore loser charlie crist won t give concession speech calls for recount tcot pjnet,0,0,1
sorry sam i went to is wes durham woody durham son if so why is that tar baby doing a pack game,0,0,1
sorry about the spam but i dare you to search nigger on twitter and not laugh impossible,0,1,0
sorry all my fellow negros,0,0,1
sorry fo da rant it make me mad and ashamed to be colored i wish i be white so y all would like me,1,0,0
sorry hoes but l o v e does not stand for legs open very easy,0,1,0
sosa on the beat ho,0,1,0
sound like a real nigga to me keith stood under the monkey bats looking up girls skirts during recess time fucking creep,0,1,0
sounded like a bitch but whatever,0,1,0
sounded like a god damn bear just fell out of my trees might be time to stop pissing outside and piss bucket up in this bitch,0,1,0
sounds like a hoe,0,1,0
sources say that charlie crist is on the phone with rick scott as i type this to concede,0,0,1
southwest airlines is like driving in a mini van with your white trash cousins who love to huff paint thinner before before working,1,0,0
space brownies,0,0,1
spark these bitches interests,0,1,0
speak to my face you fake bitches,0,1,0
speaking of that years pussy was phenomenal,0,1,0
speaking of ford and garland i need to get my sub from there and a job application lol killin birds with one stone merica,0,0,1
speaking of a lot of them backpage hoes do not like fucking black guys so i never went thru with it,0,1,0
special thanks to tina charlie and staff at waverly hills thanks to everyone that dedicated time to make the,0,0,1
spell my name right bitch then we will talk,0,1,0
spendin money that we saved stackin ones like bricks hittin bitches like craig watchin ass clap morningstusesh,0,1,0
spending money on these hoes nigga you aint fuck shit,1,0,0
spics are half breed trash no filthy native should be allowed to speak to any european,1,0,0
spiff tryna hoe,0,1,0
spittin crystal in a bitch face was larry johnson is funniest moment in my book sue me for having a sense of humor,0,1,0
spongebob ass niccas fr,0,1,0
spring breakk bitches,0,1,0
spring is almost here i realized that my collection of hoes has severely decreased,0,1,0
squidward in the face ass bitch,0,1,0
stafford trash without megatron fantasyfootballproblems,0,0,1
stafford you pussy,0,1,0
starks being a faggot,0,1,0
start punching hoes in they esophagus and shit,0,1,0
started wit hanna montana hoes now im fuckin all of nick cannon hoes,0,1,0
started with bricks now i am sold out bitch,0,1,0
stay home then bitch fuck u,1,0,0
stay pooned bitches,0,1,0
stay warm beanies sweaterweather,0,0,1
stay witcha nasty little hoes who do not do shit for you,0,1,0
stayin up late to watch ichiro yankees,0,0,1
step up all in was so horrible that bitch went straight to dvd,0,1,0
step up and take your oppurtunity freshfaces iubb hoosiers,0,0,1
step up in the club smoothly with the l in my hand bitches know i am a freak like the elephant man,0,1,0
stephan a smith saying jay cutlers should not be a mvp candidate is just straight up retarded,0,0,1
stephen the threat about your brother does not scare me quit runnin your fuckin mouth you will not have to hide behind your brother bitch boy,0,1,0
stern fixed the image of the league nba players not knocking they bitch out in elevators,0,1,0
steve calvin annis cunt,0,1,0
steve mcnair got murdered by his side bitch man life is crazy,0,1,0
stevie j my nigga bitch be on ten,0,1,0
stfu hoe,0,1,0
stfu kenya u make me sick lonely desperate bitch,0,1,0
stiff armed his hoe ass lmao,0,1,0
still cannot see what niggers see in them white hoes,0,1,0
still confused why king ordered two tranny hookers to the party last night,0,1,0
still do not give a fuck bout a bitch or her dude,0,1,0
still downtown with these bitches,0,1,0
still really confused re humplayproblems i think lucricus is a fag dagger,1,0,0
still waiting for oomf to hit that hoe lololol,0,1,0
still wit the same bitches to the death of me,0,1,0
stolen from cream lol but really guys i am giving classes on keeping that bitch who is registering,0,1,0
stomach is hurting i am starving for some early morning pussy,0,1,0
stoni is a fuckin queer,1,0,0
stood outside for minutes to take a phone call went back in and looked in the mirror and saw a somalian fuck the sun lil punk ass bitch,0,1,0
stop smokin bathsalt charlie brown rejectedpeanutsspecials,0,0,1
stop twatching me bitch,0,1,0
stop actin like yu just started wearin ya uggs bitch i seen you break em out in august,0,1,0
stop being a hoe,0,1,0
stop giving these hoes half azz dick plow it deep make her scream nd cream,0,1,0
stop hatin niggah i got ya girlfriend callin you a hater niggah,0,1,0
stop lettin them messy hoes mess with your business,0,1,0
stop rt ing celtics trash please,0,0,1
stop sayin my gov name fuck wrong widd u bitch is u stupid,0,1,0
stop snitching faggot i will snap you a nude but promise you will not screenshot do not worry baby i will not,0,1,0
stop spoiling u fags,0,1,0
stop trying to be down honky,0,1,0
stop using the word redskin s,0,1,0
stop whacking off in the shower queer boy,0,1,0
strapped up fasho cause iont trust no hoe,0,1,0
stress stress go away come again never you fucking bitch,0,1,0
strong jaw ass bitch,0,1,0
strong pussy yall think ciara got good pussy,0,1,0
stu a rape faced faggot man i am sick of this nigga,1,0,0
stuck up serious bitches are possibly the worst type of girls ever,1,0,0
study by center for biological diversity called taxpayer funded ivanpah a mega trap will kill birds year,0,0,1
studying for this bio test like a hoe,0,1,0
stunt on these hoes like,0,1,0
stupid and is not got hoes shmediumproblems,0,1,0
stupid ass alex scary little bitch throw it,0,1,0
stupid ass hoe,0,1,0
stupid bitch,0,1,0
stupid bitch,0,1,0
stupid bitch at church is did not give me my fucking bbq sauce so now i gotta eat some dry ass chicken strips,0,1,0
stupid bitch should have stayed home,0,1,0
stupid bitches deserve to be treated like a stupid bitch,0,1,0
stupid bitches fuck,0,1,0
stupid bitches,0,1,0
stupid bitches fucking skanks dumb hoes,0,1,0
stupid cunt bitch on the road,0,1,0
stupid freshman bitches that walk like slow as hell and u cannot get around them hurry the fuck up sloth,0,1,0
stupid fucking cunt,0,1,0
stupid hoe is so wack,0,1,0
stupid lil bitch really think i am trippen you outta pocket with this pimpinn,0,1,0
stupid people talking smack on uncle tim tom are the same ghetto fools w no future i am surprised u ignorant niggaz even read or write,0,1,0
stupid teabagger restaurant making customers pay minimum wage fee,1,0,0
stupid white people making my posts relevant to they own life stupid cousintoucher honkie whitetrash blonde,1,0,0
sub tweeting and uoeno lol bitch,0,1,0
subtweet me one more time you dirty chink whore,1,0,0
subtweeting little bitch taking the high road,0,1,0
subtweettweettweettweet cuz skinny niggah but my dick long,0,1,0
such a trash episode of the walking dead tonight,0,0,1
suck my dick so good i am like god dam you dirty bitch,0,1,0
suck my super monkey balls,0,1,0
suddenlink is trash y all know how important bubble guppies is to our day,0,0,1
sum of y all kno y all be on lock but talking bout bitch i is not doing shit tonight ho i am tired,0,1,0
summer hoes turn into winter wifeys,0,1,0
summer hoes turning into winter wifeys,0,1,0
summer is over so all you half naked hoes are gonna have to find a personality now,0,1,0
summer time bitch always wild,0,1,0
sumn wrong wit da pussy een tho i is not gonn hit it ima still make sure dat she gushy,0,1,0
sunday is are the day to chug through while everyone else around you is obsessing with what their fave football team does and fantasy league,0,0,1
sup bitches,0,1,0
super handsome guys can literally be broke af with no career and some horny bitch will support him into bankruptcy lol,0,1,0
superman your ho eyy,0,1,0
supporters of officer darren wilson rally in st louis ferguson kk tcot tpot teabaggers teaparty,0,0,1
sure i got a nice car a inch tv stainless steel appliances in my apartment and a few thousand twitter followers but i is not got no hoes,0,1,0
sure wish my nose would stop dripping this sick shit is for the birds,0,1,0
surprise bitch,0,1,0
surprise surprise tsa trashes brandon darby is border patrol sources,0,0,1
surrender of divinity conquerors of the apocalypse via oriental black metal hell,0,0,1
suzan are you really going to make me get off this sofa to find some damn silverware by golly you old bitch,0,1,0
swag bitch gratata,0,1,0
swag fags who gags lml nd y all niggaz wanna ce swagged up foh i am gxxd i will stay g would up,0,1,0
swag killed the bitch like columbine,0,1,0
swap meet bound beaner,0,0,1
swear to god man niggas talk more than bitches these days,0,1,0
sweet jesus morningjoe are you going to split screen rep james clyburn charlie daniels at the same time morningjoe,0,0,1
