tuit,G,L,B,T,O
Para conocimiento de pendejos y pendejos El facebook es para homosexuales inexistentes tienen algo que decirme putongo o putonga ven para que te despedaze la madre o hombre no un pendejo sin abstinencia animal genética no guardó silencio me molesto el comentario ven trapa o trapo,1,0,0,1,0
@EDER_INFO7 @CFCorrecaminos @EstadioMRG Que pinches maricones!!,1,0,0,0,0
"@TosscoMayor @Jackskinripper Se me hace que entre los 2 se quieren coger a @AlejandroMay11, par de Mayates.",1,0,0,0,0
"Eres mega puto!!! Turbo, ultra come sables.  url",1,0,0,0,0
Ahora si apuesta maricon @turko_dager  tu Milán volverá a llorar en octavos jajaja,1,0,0,0,0
Rarito negro idiota,1,0,0,0,1
porque eres tan pinche mandilon joto,1,0,0,0,0
"@carlosjuarez22 @TMFCoficial @ClubSantos Para mi que @deciodemaria y @Irarragorri son mayates por eso a todo le dice que si, me causan asco",1,0,0,0,0
"@Fernanfloo eres un guevon y maricon que no haces lo que te dije
juega otro nivel que no sea online en geometry dash y si lo vez ya te dije",1,0,0,0,0
@FulanitOArteaga o sea que es un wey qué le gusta recibir y que no es obvio o afeminado. Qué eso no lo sabes tú maricón?,1,0,0,0,0
"""Dan asco las lesbianas xD"" -@MarijoPolanco",0,1,0,0,0
@Betitodiaz1 y sí es travesti? Jajajajaja broma,0,0,0,1,0
"@prettyinpunk27 entonces sí, no seas mariquita.  #YOLO",1,0,0,0,0
"@sergiolzslp @merry_barrales ahi vas de joto a ponerte aretes y pulseras, no te digo, si nomas buscas oportunidad jajaja",1,0,0,0,0
Pepe es joto✊,1,0,0,0,0
@LaloRincn1 q gay te viste,1,0,0,0,0
@cperaza @aletzbravo como tu no puedes MARICON,1,0,0,0,0
@niriams Ahora resulta ke ser lesbiana es un orgullo 😂😂😂😂😂 no mamen. Ke la lleven a un  exorcismo.,0,1,0,0,0
"3 de cada 10 hombres son gays, 4 de los 7 restantes son mayates y los 3 últimos se les podría llamar hombres. 
Que le esta pasando al mundo?",1,0,0,0,0
La marica loca quiere bailar,1,0,0,0,0
"Año 2008: qué chica más guapa, ojalá esté soltera.

Año 2017: qué guapa, ojalá no sea feminista, transgénero,  bisexual, lesbiana, pansexual",0,1,1,1,1
Y ahora todas las jotitas nuevas van a vomitar de elogios a la Gaga. Sorry pero no es Jessica Lange #GoldenGlobes,1,0,0,0,0
Los maricos que se sienten orgullosos de ser heteronormados y que desprecian a los afeminados son de la misma calaña que los negros que no salen con negros más oscuros porque los creen inferiores.,1,0,0,0,0
"@youaremycheese eres bien puto. No aguantas nada, mañaana habrá mezcal y del chido de Oaxaca.",1,0,0,0,0
@aIex_doe @pinchebigjuan @TigresOficial @TheHomeDepotMx @dulcegmontoya Jajaja que joto!,1,0,0,0,0
"@LaSantiagoo Jajaja pos no lo tengo, mariquita. Te llamaría para decirte ""gay"" o algo así, después colgaría.",1,0,0,0,0
@xjaguayo @ChumelTorres Jajajajajaja solo contesta los que le calan el closetero del chumel jajajaja,1,0,0,0,0
"Acá ando prr0z, y joto el que diga ""Me traes tequila""",1,0,0,0,0
@paconunezz -Dijo el joto,1,0,0,0,0
Toño es joto,1,0,0,0,0
Chillo como mariquita :(  #TheWalkingDead #twdseason8  #Twd url,1,0,0,0,0
@Tadeo0R no no !!! Esq la marica de @Eolarra  salió con sus cosas a la mera hora y ya no pude hacerte invitación ! #tQhija,1,0,0,0,0
"‎-Hijo, ¿de dónde vienes tan sudado? -Estaba jugando fútbol, papá. -¡¿CREES QUE SOY PENDEJO?! ¡ESTABAS EN TU CLASE DE ZUMBA, PINCHE MARICÓN!",1,0,0,0,0
@albornoz_mx @Javier_Corral En mi tierra se les dice “joto” sin animo de ofender a la comunidad LGBT,1,0,0,0,0
@_kareen_21 Parece joto JAJAJAJAJA,1,0,0,0,0
@JoseBuendiaMx @EscribaPersonal Por supuesto que son venganzas de este homosexual reprimido.,1,0,0,0,0
@AztecaPuebla tienen que prudrirse en l carsel x estafador y corrupto pinche mariquita,1,0,0,0,0
Se paso de url y putito. url,1,0,0,0,0
"#GanóDelMazo es NETA!? JAJAJAJAJA PATÉTICOS PRIISTAS DE MIERDA NO VA A GANAR ESA JOTA DE CLOSET!
#NoMasPRI",1,1,0,0,0
Para que hacer corajes no vale la pena hay mejores cosas que ver en la tele tengo cable y yo viendo pendejadas de  gays etcc😎👎#MeEnamoroSi,1,0,0,0,0
"Hoy le dije a mi maestro que matara una cucaracha y no quiso, así de simple se hizo loco y no señores no la mato porque #Marica",1,0,0,0,0
La gente ya quiere que todo sea joto jaja se maman.,1,0,0,0,0
@andreaurriza fue @ManceraMiguelMX y sus amigos jotos,1,0,0,0,0
"Eso es lo mismo que decir: aquel que santifica la fiesta no está pecando y adentro de la casa tienen orgias y todo el pedo, no url Alguien que nace hombre o mujer en esencia siempre lo será, aquel que se enamora de un trans es gay a huevo, closetero pero lo es. url",0,0,0,1,0
"@AristeguiOnline Si no le creen a la lesbiana ésta, chequense a el MENSIAS, claro ejemplo del tema",0,1,0,0,0
"@vmgleza No esperé la respuesta, es una pregunta: Sabes como le dicen a los Gays ...""Palomitas con chile""",1,0,0,0,0
Algo bueno que nos pongan a la Guardia Nacional en cada rincón del país es que por fin más maricones podrán cumplir su fantasía de coger con un militar 💅🏽,1,0,0,0,0
"Yo no metería al bote a la Loca, sino al hijueputa juez que lo dejó en libertad hace un mes.",1,0,0,0,1
"Amigos que te dejan en la peda, no son amigos, y de una ves chinguen a su madre, pinches putos.",1,0,0,0,0
"@Tovar32651838 no había visto tu foto de perfil, AJAJAJAJAJ k gay",1,0,0,0,0
"@CapiSpeaking travesti  es un vato con vestido, transexual vato con chichis, transgénero, vato sin pilin",0,0,0,1,0
@ExatlonMx que marica te escuchaste Pato eso es de cobardes,1,0,0,0,0
“Putos hombres we qué bueno que no eres joto”,1,0,0,0,0
"@Juan_Karlos_36 @BauzaOficial @nadiferpineda @Marlon_RamirezM @AriannaAngelesA @iraismj @CarlosRugerioM Recuerda que los allegados y compadres,amantes,mayates, y todo influyente con la actual administración lo puede hacer. Menos la gente.",1,0,0,0,0
"@peperuiloba ¿Por qué lo dices? Van a Chápala, comen lonches Gemma y hay gay closeteros.",1,0,0,0,0
¡Queeeeeee pinches tigres maricones!,1,0,0,0,0
@Adan_Coromoto @NicolasMaduro Par de maricones!!!,1,0,0,0,0
Saquen a ese marica y que salga @qotsa,1,0,0,0,0
"@jenarovillamil @JJRENDON joto, joto rendón, fuera de México RT",1,0,0,0,0
@jeetchiapas Jajajajajajaja puto,1,0,0,0,0
Por puto url,1,0,0,0,0
Weeee tipo cuando llega el joto que le pegaste en semanas pasadas y se sienta a lado de tu mesa!!! url,1,0,0,0,0
@RicardoBSalinas Ese gilberto lozano es el clásico PUTO reprimido que como no lo atienden se pone de neuras será que esta en la andropausia?? Tan viejo joto y chillón jajaja,1,0,0,0,0
"Pinches lenchas descaradas besándose en la vía pública.
😡

Me pusieron cachondo.
😳",0,1,0,0,0
Jaja hay un vato hembra en mi carrera en la tarde que parece transexual. Dice que es mujer pero trae  paquete,0,0,0,1,0
"@nullkir Nononono, la ley trans código penal 2017 dice que te los quedas.. pero en forma de aretes",0,0,0,1,1
"@manunisima NO SE COMO SUCEDIÓ ESO. LA LESBIANA LOCA ESA DE TU EDIFICIO SEGURO

/cc @soylakikis",0,1,0,0,0
Quien no entiende el sarcasmo cuando le toca es marica,1,0,0,0,0
"Me quise ligar a una chava ayer y no me pelo, le pregunte si era lesbiana y me dio una cachetada #LaCulpaesdeGaby @gabyplatas",0,1,0,0,0
"@michohansen @Odin_Dupeyron ""Está muy gay tu ""Lago de@los Cisnes"", Tchaikovski, ¿no tienes algo más hetero por ahí?"" 🧐",1,0,0,0,0
"@prispalomares ¿Ha intentado apagar, y luego volver a encender a su lesbiana?

url",0,1,0,0,0
@joseimagallanes El joto Magallanes 🗣️🗣️,1,0,0,0,0
@Edsondelagarza no lo había visto marica mayor jajaja,1,0,0,0,0
Te tengo a un lado y no te lo digo por marica jajaja /:,1,0,0,0,0
"Si Oswaldo Sánchez es nefasto, verlo berrear me genera náusea!!! #marica",1,0,0,0,0
"Vamos pecho frío, no alcanzan las palabras, donde está la grandeza que presumes como hinchada? @Rayados vergüenza Nacional maricones!",1,0,0,0,0
@TSnGirls @brittanya187187 @Travel4TG @GirlyShemales @SEXYBEAST742 @SexyTgirls69 @ShemalePRO @mytsvideo @ShemaleLusty @Ts_Lolita @NenasTransCom @b_tranny2 @trannylovee @tgirl69love @blacktgirltube @TsCamStars @brazil_trans @blacktgirlsinfo @godivatgirls Hermosa,0,0,0,0,1
"@arr1910 Además era homosexual, pero eso ya no importa, con el hecho de que sea amlovers se le condona cualquier otro defecto.",1,0,0,0,0
@Snakenoe25 @nerazzuro maciones del pinche url Aizen GAY!!!,1,0,0,0,0
@LpezVergara2 @el_mas_callado url también hay mucho travesti y trans 🙄,0,0,0,1,0
@asiesmonterrey @ZeusXolDTj @_vicman @PonchoDeNigris no salio domador jotito de poncho no doma ni mayate que trae,1,0,0,0,0
"@lopezdoriga Maldito maricon , vergüenza de la naturaleza humana",1,0,0,0,0
@PopperDelRey @Ketchuy lástima que los maricas estos ya borraron sus comentarios. Han de estar arrepentidos o asustados,1,0,0,0,0
De que me sirve tener amigos gays si no me sirven para consejos de moda 🙄 @betunatun_ @dada_88 #badgayfriends,1,0,0,0,0
@i_MarilynMonroe lo que pasa es que marimacha. Porque él otro se hizo joto,1,1,0,0,0
Como son bien maricas y se duermen temprano. 😔,1,0,0,0,0
"@pabluix1123 Ahhh ademas de chairo, mdejo y mayate ??? Si reúnes mucho, eh ???",1,0,0,0,0
"No son los primeros que me lo dicen, pero no soy joto, me maman las vaginas!url, yo las mamo &lt;3

-el poeta antes conocido como Van.",1,0,0,0,0
@iyaroboxander JAJAJA Ni el odio de dios combinado al tuyo le quitará lo travesti que se ve Jared.,0,0,0,1,0
"@aurelionuno A ti lo que menos te importa es la niñez mexicana, los utilizas para escudar tus mezquinos intereses, pinche mayate.",1,0,0,0,0
@aleg0mez me cago de risa el twit de joto el que se dio cuenta que no tenía la corona hahaha,1,0,0,0,0
"—Profe ¿Qué es la homofobia?
—Cállese maricón. 
—Oiga profe, respete a mi compañero
—Uy, llegó su novio a defenderlo. BESO!! BESO!! BESO!!",1,0,0,0,0
Puto maricon!!! #RayadosNoSaleCampeon,1,0,0,0,0
@juliandlg11 Aplican el 69 o que? Ches jotos,1,0,0,0,0
“@SandyTok_tv: 1hra de GYM y 1 hra de crossfit juntas no es de dios cansadisima vdd inche @beyafaby eres mariquita jaja nenita”tu eres gay,1,0,0,0,0
"Mariquita, mariquita como Radio siempre iioras.",1,0,0,0,0
@Juan_MHM No seas joto,1,0,0,0,0
"@MiguelHerreraDT / espere que aceptes la ayuda del árbitro, maricon, pendejo",1,0,0,0,0
@pakechii Fuera a @mauricioclarkmx sin gay..,1,0,0,0,0
"""En este mundo todos somos brutos, unos más hombres y otros más putos"" #ElCallejónDeLosMilagros #FelizMiércoles url",1,0,0,0,0
"SubeteAMiMoto 
No porque soy jotó
Y me puedo caeeeer
#Remixfist url",1,0,0,0,1
Cuando los amigos jotos de tu novio te quieren matar con la mirada.,1,0,0,0,0
No se la cogió porque tenía 19 maldito marica!,1,0,0,0,0
@LaMuxeVIP @Ventaneandouno @ElCabaretito @EnvyGDL Pues el ENVY te apuesto hubiera matado por url Que lastima que te escudes en un perfil falso para tirar tanta mierda siempre maricon!,1,0,0,0,0
"A poco se acabaron las prostitutas y maricones en televisa,que tienen que sacar esta mamada otra vez? #BigBrother",1,0,0,0,0
@rubikbrain cuando te cases puto url,1,0,0,0,0
jaja che maricón ntpsdv url,1,0,0,0,0
Aguantense pinches maricas pechos frios 😂,1,0,0,0,0
@BrendaPlancarte Jajajajajaja puto wilo,1,0,0,0,1
@artusantillanes Dile a medrano q no se joto y hable mal de su mugre empresa y vendan al equipo !!!,1,0,0,0,0
"En este establecimiento no se discrimina aunque sean prietos, gordas, jotos, nacas, pobres, ñoños, putas, licenciados, etc. Primero la paz.",1,0,0,0,0
"Que es más joto, escribir en fb tus cualidades como saber cocinar, ser fiel y buena pareja o subir una foto tuya volteando hacia otro lado?",1,0,0,0,0
"Espero que aguante por lo menos 15 dias, y que no salga con que  lo suplanta el primo de un amigo, o el jotito alzarraki, loretito, o url, amen brozo,  o  jorge ramos, ciro, o url ver si levantan audiencia con  rifas de url url",1,0,0,0,0
Siempre que alguien dice pansexual me imagino una dona toda cachonda jajaja 🍩🍆,0,0,0,0,1
"Cc tu crush de la primaria te habla como si fueran los mejores amigos del mundo, jajaja JOTO!!! ya ni me acordaba de tu existencia, no mms.",1,0,0,0,0
@javierbaez_ Es un castigo por tanto joto que hay en CDMX.,1,0,0,0,0
@Aliss_one si. Es una costumbre social que no vivimos. Aunque he conocido a chicas trans que cargan tampones para esconderse LOL. Ridículas.,0,0,0,1,0
@RusoZamogilny Antes les decían la Margaritas del Atlas hoy son LAS MARIQUITAS LIMOSNA PUNTOS!!!,1,0,0,0,0
@danieladurannb Mmmm pues se pasó de mariquita,1,0,0,0,0
"Me retracto.
Suena marica pero no está mal este material de #InFlames. url",1,0,0,0,0
Porque el marica no lloró igual o peor cuando el Farca lo eliminó el año pasado??? @VozMadridista url,1,0,0,0,0
@Foro_TV Y más si los priistas devuelven todo lo que se robaron empezando por la rata mayor epn y el joto de Mancera,1,0,0,0,0
@SabeMono estaba rimando contigo puñal,1,0,0,0,0
@jportti @Unchicomas13 @laurabozzo jaja que maricon!,1,0,0,0,0
"@fernandaO17 @SergioEsquerra @marvinfiscal @LCoanaBe No te preocupes yo no atiendo gays ni lesbianas, es muy conocido que no simpatizo con esa comunidad y prefiero no atender asuntos ni tener ese tipo de clientes, exponiendo a mis colegas o a mi a ser ""chuleados"" por personas que no saben respetar al otro.
Buenos días.",1,1,0,0,0
@XxxAbsolut @HalconNegroJR @damiandgc @fragsalitalent Lo peor es que debes de ser un pinche joto horrible que se escuda tras una cuenta sin foto de tan culero que estas. Minimo se me disumula la gordura con la faja pero  a ti lo muerto de hambre y ardido nunca se te va a quitar. 😘,1,0,0,0,0
@Tavaresmaxima los de las chivas son jotos ponga molotov la de puto para todos los chivas,1,0,0,0,0
@laloespana Mariquita sin calzones!,1,0,0,0,0
Y hombres trans al baño de mujeres. url,0,0,0,1,0
"Típico no le contestas un DM y dejan de seguirte, que mariquita ✊",1,0,0,0,0
"@ChumelTorres Un gay de closet, un travesti y un viejo ridículo que hablan porque tienen boca.",1,0,0,1,0
"Porque van a trabajar a una oficina con una cangurera? Aparte de verse maricones van a hacer ejercicio?
No mamen pinches nacos",1,0,0,0,0
@Dr_Sombrerudo @Yoshertramos Jajajajajaja y porque un nombre de travesti??? yoshert ya lo tenía tampoco cuenta,0,0,0,1,0
@alf_avila_ @jrisco @penileyramirez De mi parte avila chingas a tu puta madre me gustas para puton y ojete,1,0,0,0,0
@CxavezE @altazor08 Se acalambra el putito 🤷🏽‍♂️🤷🏽‍♂️🤷🏽‍♂️,1,0,0,0,0
"Psst, solo les quiero spoilerear la platica que estoy organizando (idea de @shaflores) para #CPMX7: Ciencia Trans. url",0,0,0,0,1
@navirri8 @DemonCerda @MARIOHDZRUIZ ps no somos jotos pero mejor vamos al cine que les parece??,1,0,0,0,1
"Alguien es bien nena, mariquita y flojo y además no quiere aceptarlo.",1,0,0,0,0
